Training method,trainable_params,non_trainable_params,encoding,scaled,Method,train_accuracy,train_recall,train_precision,train_f1_score,test_accuracy,test_recall,test_precision,test_f1_score,Overfitting-Accuracy,Overfitting-Precision,Overfitting-Recall,Overfitting-F1 score
Architecture B,34967.0,0.0,Group_2,0,FFT,0.14232380952381,0.14232380952381,0.14232380952381,0.14232380952381,0.144457142857143,0.144457142857143,0.144457142857143,0.144457142857143,0.9794403091156462,0.9794403091156462,0.9794403091156462,0.9794403091156462
Architecture B,67735.0,0.0,Group_2,0,Properties,0.143961904761905,0.143961904761905,0.143961904761905,0.143961904761905,0.139542857142857,0.139542857142857,0.139542857142857,0.139542857142857,0.9799111444897959,0.9799111444897959,0.9799111444897959,0.9799111444897959
Architecture B,34967.0,0.0,Group_2,1,FFT,0.295466666666667,0.295466666666667,0.295466666666667,0.295466666666667,0.229371428571429,0.229371428571429,0.229371428571429,0.229371428571429,0.9322283885714284,0.9322283885714284,0.9322283885714284,0.9322283885714284
Architecture B,67735.0,0.0,Group_2,1,Properties,0.488076190476191,0.488076190476191,0.488076190476191,0.488076190476191,0.382285714285714,0.382285714285714,0.382285714285714,0.382285714285714,0.8134154448979591,0.8134154448979591,0.8134154448979591,0.8134154448979591
Architecture B,34967.0,0.0,Group_3,0,FFT,0.144571428571429,0.144571428571429,0.144571428571429,0.144571428571429,0.137714285714286,0.137714285714286,0.137714285714286,0.137714285714286,0.9800904489795917,0.9800904489795917,0.9800904489795917,0.9800904489795917
Architecture B,67735.0,0.0,Group_3,0,Properties,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.144571428571429,0.144571428571429,0.144571428571429,0.144571428571429,0.9794295510204082,0.9794295510204082,0.9794295510204082,0.9794295510204082
Architecture B,34967.0,0.0,Group_3,1,FFT,0.320038095238095,0.320038095238095,0.320038095238095,0.320038095238095,0.230057142857143,0.230057142857143,0.230057142857143,0.230057142857143,0.9263729502040816,0.9263729502040816,0.9263729502040816,0.9263729502040816
Architecture B,67735.0,0.0,Group_3,1,Properties,0.445942857142857,0.445942857142857,0.445942857142857,0.445942857142857,0.344114285714286,0.344114285714286,0.344114285714286,0.344114285714286,0.8465446922448979,0.8465446922448979,0.8465446922448979,0.8465446922448979
Architecture B,34967.0,0.0,Group_4,0,FFT,0.141866666666667,0.141866666666667,0.141866666666667,0.141866666666667,0.145828571428571,0.145828571428571,0.145828571428571,0.145828571428571,0.9793117866666666,0.9793117866666666,0.9793117866666666,0.9793117866666666
Architecture B,67735.0,0.0,Group_4,0,Properties,0.141904761904762,0.141904761904762,0.141904761904762,0.141904761904762,0.145714285714286,0.145714285714286,0.145714285714286,0.145714285714286,0.9793224489795918,0.9793224489795918,0.9793224489795918,0.9793224489795918
Architecture B,34967.0,0.0,Group_4,1,FFT,0.303085714285714,0.303085714285714,0.303085714285714,0.303085714285714,0.223085714285714,0.223085714285714,0.223085714285714,0.223085714285714,0.9323859069387757,0.9323859069387757,0.9323859069387757,0.9323859069387757
Architecture B,67735.0,0.0,Group_4,1,Properties,0.501828571428571,0.501828571428571,0.501828571428571,0.501828571428571,0.3816,0.3816,0.3816,0.3816,0.8085022171428573,0.8085022171428573,0.8085022171428573,0.8085022171428573
Architecture B,34967.0,0.0,Group_5,0,FFT,0.139390476190476,0.139390476190476,0.139390476190476,0.139390476190476,0.153257142857143,0.153257142857143,0.153257142857143,0.153257142857143,0.978637413877551,0.978637413877551,0.978637413877551,0.978637413877551
Architecture B,67735.0,0.0,Group_5,0,Properties,0.143733333333333,0.143733333333333,0.143733333333333,0.143733333333333,0.140228571428571,0.140228571428571,0.140228571428571,0.140228571428571,0.9798444800000001,0.9798444800000001,0.9798444800000001,0.9798444800000001
Architecture B,34967.0,0.0,Group_5,1,FFT,0.319847619047619,0.319847619047619,0.319847619047619,0.319847619047619,0.222857142857143,0.222857142857143,0.222857142857143,0.222857142857143,0.9287196734693877,0.9287196734693877,0.9287196734693877,0.9287196734693877
Architecture B,67735.0,0.0,Group_5,1,Properties,0.486361904761905,0.486361904761905,0.486361904761905,0.486361904761905,0.369371428571429,0.369371428571429,0.369371428571429,0.369371428571429,0.8203518084353738,0.8203518084353738,0.8203518084353738,0.8203518084353738
Architecture B,34967.0,0.0,Group_6,0,FFT,0.144,0.144,0.144,0.144,0.139428571428571,0.139428571428571,0.139428571428571,0.139428571428571,0.9799222857142857,0.9799222857142857,0.9799222857142857,0.9799222857142857
Architecture B,67735.0,0.0,Group_6,0,Properties,0.144685714285714,0.144685714285714,0.144685714285714,0.144685714285714,0.137371428571429,0.137371428571429,0.137371428571429,0.137371428571429,0.9801243167346938,0.9801243167346938,0.9801243167346938,0.9801243167346938
Architecture B,34967.0,0.0,Group_6,1,FFT,0.296571428571429,0.296571428571429,0.296571428571429,0.296571428571429,0.231314285714286,0.231314285714286,0.231314285714286,0.231314285714286,0.9313987918367346,0.9313987918367346,0.9313987918367346,0.9313987918367346
Architecture B,67735.0,0.0,Group_6,1,Properties,0.595085714285714,0.595085714285714,0.595085714285714,0.595085714285714,0.474742857142857,0.474742857142857,0.474742857142857,0.474742857142857,0.7174873077551023,0.7174873077551023,0.7174873077551023,0.7174873077551023
Architecture B,34967.0,0.0,Group_7,0,FFT,0.144380952380952,0.144380952380952,0.144380952380952,0.144380952380952,0.138285714285714,0.138285714285714,0.138285714285714,0.138285714285714,0.9800341768707483,0.9800341768707483,0.9800341768707483,0.9800341768707483
Architecture B,67735.0,0.0,Group_7,0,Properties,0.144380952380952,0.144380952380952,0.144380952380952,0.144380952380952,0.138285714285714,0.138285714285714,0.138285714285714,0.138285714285714,0.9800341768707483,0.9800341768707483,0.9800341768707483,0.9800341768707483
Architecture B,34967.0,0.0,Group_7,1,FFT,0.309980952380952,0.309980952380952,0.309980952380952,0.309980952380952,0.228228571428571,0.228228571428571,0.228228571428571,0.228228571428571,0.9292534900680274,0.9292534900680274,0.9292534900680274,0.9292534900680274
Architecture B,67735.0,0.0,Group_7,1,Properties,0.614133333333333,0.614133333333333,0.614133333333333,0.614133333333333,0.479085714285714,0.479085714285714,0.479085714285714,0.479085714285714,0.7057774933333336,0.7057774933333336,0.7057774933333336,0.7057774933333336
Architecture B,18583.0,0.0,bepler,0,PLM,0.7096,0.7096,0.7096,0.7096,0.693942857142857,0.693942857142857,0.693942857142857,0.693942857142857,0.5075781485714287,0.5075781485714287,0.5075781485714287,0.5075781485714287
Architecture B,18583.0,0.0,bepler,1,PLM,0.769790476190476,0.769790476190476,0.769790476190476,0.769790476190476,0.736,0.736,0.736,0.736,0.4334342095238096,0.4334342095238096,0.4334342095238096,0.4334342095238096
Architecture B,166039.0,0.0,esm,0,PLM,0.992114285714286,0.992114285714286,0.992114285714286,0.992114285714286,0.948342857142857,0.948342857142857,0.948342857142857,0.948342857142857,0.059135503673469314,0.059135503673469314,0.059135503673469314,0.059135503673469314
Architecture B,166039.0,0.0,esm,1,PLM,0.995847619047619,0.995847619047619,0.995847619047619,0.995847619047619,0.947657142857143,0.947657142857143,0.947657142857143,0.947657142857143,0.05627789061224486,0.05627789061224486,0.05627789061224486,0.05627789061224486
Architecture B,67735.0,0.0,fasttext,0,PLM,0.141333333333333,0.141333333333333,0.141333333333333,0.141333333333333,0.147428571428571,0.147428571428571,0.147428571428571,0.147428571428571,0.9791634285714287,0.9791634285714287,0.9791634285714287,0.9791634285714287
Architecture B,67735.0,0.0,fasttext,1,PLM,0.728952380952381,0.728952380952381,0.728952380952381,0.728952380952381,0.528,0.528,0.528,0.528,0.6151131428571428,0.6151131428571428,0.6151131428571428,0.6151131428571428
Architecture B,67735.0,0.0,glove,0,PLM,0.141142857142857,0.141142857142857,0.141142857142857,0.141142857142857,0.148571428571429,0.148571428571429,0.148571428571429,0.148571428571429,0.9790302040816327,0.9790302040816327,0.9790302040816327,0.9790302040816327
Architecture B,67735.0,0.0,glove,1,PLM,0.684876190476191,0.684876190476191,0.684876190476191,0.684876190476191,0.507542857142857,0.507542857142857,0.507542857142857,0.507542857142857,0.6523959814965985,0.6523959814965985,0.6523959814965985,0.6523959814965985
Architecture B,133271.0,0.0,plus_rnn,0,PLM,0.913866666666667,0.913866666666667,0.913866666666667,0.913866666666667,0.866171428571429,0.866171428571429,0.866171428571429,0.866171428571429,0.20843480380952306,0.20843480380952306,0.20843480380952306,0.20843480380952306
Architecture B,133271.0,0.0,plus_rnn,1,PLM,0.988152380952381,0.988152380952381,0.988152380952381,0.988152380952381,0.9,0.9,0.9,0.9,0.11066285714285706,0.11066285714285706,0.11066285714285706,0.11066285714285706
Architecture B,133271.0,0.0,prottrans,0,PLM,0.14247619047619,0.14247619047619,0.14247619047619,0.14247619047619,0.144,0.144,0.144,0.144,0.9794834285714287,0.9794834285714287,0.9794834285714287,0.9794834285714287
Architecture B,133271.0,0.0,prottrans,1,PLM,0.969295238095238,0.969295238095238,0.969295238095238,0.969295238095238,0.767542857142857,0.767542857142857,0.767542857142857,0.767542857142857,0.2560243635374152,0.2560243635374152,0.2560243635374152,0.2560243635374152
Architecture C,75527.0,0.0,Group_0,0,Properties,0.140190476190476,0.140190476190476,0.140190476190476,0.140190476190476,0.150857142857143,0.150857142857143,0.150857142857143,0.150857142857143,0.9788512653061224,0.9788512653061224,0.9788512653061224,0.9788512653061224
Architecture C,75527.0,0.0,Group_0,1,Properties,0.433676190476191,0.433676190476191,0.433676190476191,0.433676190476191,0.3208,0.3208,0.3208,0.3208,0.8608766780952379,0.8608766780952379,0.8608766780952379,0.8608766780952379
Architecture C,46855.0,0.0,Group_1,0,FFT,0.142933333333333,0.142933333333333,0.142933333333333,0.142933333333333,0.142628571428571,0.142628571428571,0.142628571428571,0.142628571428571,0.9796136228571429,0.9796136228571429,0.9796136228571429,0.9796136228571429
Architecture C,46855.0,0.0,Group_1,1,FFT,0.338209523809524,0.338209523809524,0.338209523809524,0.338209523809524,0.226285714285714,0.226285714285714,0.226285714285714,0.226285714285714,0.9234680163265306,0.9234680163265306,0.9234680163265306,0.9234680163265306
Architecture C,46855.0,0.0,Group_2,0,FFT,0.143771428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.140114285714286,0.140114285714286,0.140114285714286,0.140114285714286,0.9798555689795917,0.9798555689795917,0.9798555689795917,0.9798555689795917
Architecture C,75527.0,0.0,Group_2,0,Properties,0.144685714285714,0.144685714285714,0.144685714285714,0.144685714285714,0.137371428571429,0.137371428571429,0.137371428571429,0.137371428571429,0.9801243167346938,0.9801243167346938,0.9801243167346938,0.9801243167346938
Architecture C,46855.0,0.0,Group_2,1,FFT,0.351314285714286,0.351314285714286,0.351314285714286,0.351314285714286,0.230742857142857,0.230742857142857,0.230742857142857,0.230742857142857,0.9189367379591836,0.9189367379591836,0.9189367379591836,0.9189367379591836
Architecture C,75527.0,0.0,Group_2,1,Properties,0.711047619047619,0.711047619047619,0.711047619047619,0.711047619047619,0.512342857142857,0.512342857142857,0.512342857142857,0.512342857142857,0.6356998312925171,0.6356998312925171,0.6356998312925171,0.6356998312925171
Architecture C,46855.0,0.0,Group_3,0,FFT,0.1432,0.1432,0.1432,0.1432,0.141828571428571,0.141828571428571,0.141828571428571,0.141828571428571,0.9796901485714287,0.9796901485714287,0.9796901485714287,0.9796901485714287
Architecture C,75527.0,0.0,Group_3,0,Properties,0.143352380952381,0.143352380952381,0.143352380952381,0.143352380952381,0.141371428571429,0.141371428571429,0.141371428571429,0.141371428571429,0.9797340691156462,0.9797340691156462,0.9797340691156462,0.9797340691156462
Architecture C,46855.0,0.0,Group_3,1,FFT,0.358476190476191,0.358476190476191,0.358476190476191,0.358476190476191,0.244457142857143,0.244457142857143,0.244457142857143,0.244457142857143,0.9123679346938773,0.9123679346938773,0.9123679346938773,0.9123679346938773
Architecture C,75527.0,0.0,Group_3,1,Properties,0.704152380952381,0.704152380952381,0.704152380952381,0.704152380952381,0.510971428571429,0.510971428571429,0.510971428571429,0.510971428571429,0.6401982519727889,0.6401982519727889,0.6401982519727889,0.6401982519727889
Architecture C,46855.0,0.0,Group_4,0,FFT,0.142933333333333,0.142933333333333,0.142933333333333,0.142933333333333,0.142628571428571,0.142628571428571,0.142628571428571,0.142628571428571,0.9796136228571429,0.9796136228571429,0.9796136228571429,0.9796136228571429
Architecture C,75527.0,0.0,Group_4,0,Properties,0.141980952380952,0.141980952380952,0.141980952380952,0.141980952380952,0.145485714285714,0.145485714285714,0.145485714285714,0.145485714285714,0.9793437997278912,0.9793437997278912,0.9793437997278912,0.9793437997278912
Architecture C,46855.0,0.0,Group_4,1,FFT,0.301866666666667,0.301866666666667,0.301866666666667,0.301866666666667,0.231085714285714,0.231085714285714,0.231085714285714,0.231085714285714,0.9302429257142857,0.9302429257142857,0.9302429257142857,0.9302429257142857
Architecture C,75527.0,0.0,Group_4,1,Properties,0.747885714285714,0.747885714285714,0.747885714285714,0.747885714285714,0.569942857142857,0.569942857142857,0.569942857142857,0.569942857142857,0.5737478791836738,0.5737478791836738,0.5737478791836738,0.5737478791836738
Architecture C,46855.0,0.0,Group_5,0,FFT,0.141904761904762,0.141904761904762,0.141904761904762,0.141904761904762,0.145714285714286,0.145714285714286,0.145714285714286,0.145714285714286,0.9793224489795918,0.9793224489795918,0.9793224489795918,0.9793224489795918
Architecture C,75527.0,0.0,Group_5,0,Properties,0.142247619047619,0.142247619047619,0.142247619047619,0.142247619047619,0.144685714285714,0.144685714285714,0.144685714285714,0.144685714285714,0.9794188016326532,0.9794188016326532,0.9794188016326532,0.9794188016326532
Architecture C,46855.0,0.0,Group_5,1,FFT,0.358552380952381,0.358552380952381,0.358552380952381,0.358552380952381,0.221714285714286,0.221714285714286,0.221714285714286,0.221714285714286,0.9205038149659863,0.9205038149659863,0.9205038149659863,0.9205038149659863
Architecture C,75527.0,0.0,Group_5,1,Properties,0.695885714285714,0.695885714285714,0.695885714285714,0.695885714285714,0.4856,0.4856,0.4856,0.4856,0.6620778971428574,0.6620778971428574,0.6620778971428574,0.6620778971428574
Architecture C,46855.0,0.0,Group_6,0,FFT,0.142628571428571,0.142628571428571,0.142628571428571,0.142628571428571,0.143542857142857,0.143542857142857,0.143542857142857,0.143542857142857,0.9795266873469388,0.9795266873469388,0.9795266873469388,0.9795266873469388
Architecture C,75527.0,0.0,Group_6,0,Properties,0.143771428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.140114285714286,0.140114285714286,0.140114285714286,0.140114285714286,0.9798555689795917,0.9798555689795917,0.9798555689795917,0.9798555689795917
Architecture C,46855.0,0.0,Group_6,1,FFT,0.328495238095238,0.328495238095238,0.328495238095238,0.328495238095238,0.222857142857143,0.222857142857143,0.222857142857143,0.222857142857143,0.9267924897959183,0.9267924897959183,0.9267924897959183,0.9267924897959183
Architecture C,75527.0,0.0,Group_6,1,Properties,0.789104761904762,0.789104761904762,0.789104761904762,0.789104761904762,0.611085714285714,0.611085714285714,0.611085714285714,0.611085714285714,0.5177893529251703,0.5177893529251703,0.5177893529251703,0.5177893529251703
Architecture C,46855.0,0.0,Group_7,0,FFT,0.14327619047619,0.14327619047619,0.14327619047619,0.14327619047619,0.1416,0.1416,0.1416,0.1416,0.9797120914285715,0.9797120914285715,0.9797120914285715,0.9797120914285715
Architecture C,75527.0,0.0,Group_7,0,Properties,0.14167619047619,0.14167619047619,0.14167619047619,0.14167619047619,0.1464,0.1464,0.1464,0.1464,0.9792586057142858,0.9792586057142858,0.9792586057142858,0.9792586057142858
Architecture C,46855.0,0.0,Group_7,1,FFT,0.308342857142857,0.308342857142857,0.308342857142857,0.308342857142857,0.240571428571429,0.240571428571429,0.240571428571429,0.240571428571429,0.9258215183673468,0.9258215183673468,0.9258215183673468,0.9258215183673468
Architecture C,75527.0,0.0,Group_7,1,Properties,0.820419047619048,0.820419047619048,0.820419047619048,0.820419047619048,0.6328,0.6328,0.6328,0.6328,0.48083882666666633,0.48083882666666633,0.48083882666666633,0.48083882666666633
Architecture C,30471.0,0.0,bepler,0,PLM,0.757295238095238,0.757295238095238,0.757295238095238,0.757295238095238,0.727314285714286,0.727314285714286,0.727314285714286,0.727314285714286,0.4492083548299318,0.4492083548299318,0.4492083548299318,0.4492083548299318
Architecture C,30471.0,0.0,bepler,1,PLM,0.819085714285714,0.819085714285714,0.819085714285714,0.819085714285714,0.763657142857143,0.763657142857143,0.763657142857143,0.763657142857143,0.3744993436734695,0.3744993436734695,0.3744993436734695,0.3744993436734695
Architecture C,177927.0,0.0,esm,0,PLM,0.982742857142857,0.982742857142857,0.982742857142857,0.982742857142857,0.934285714285714,0.934285714285714,0.934285714285714,0.934285714285714,0.08183738775510241,0.08183738775510241,0.08183738775510241,0.08183738775510241
