Training method,trainable_params,non_trainable_params,encoding,scaled,Method,train_accuracy,train_recall,train_precision,train_f1_score,test_accuracy,test_recall,test_precision,test_f1_score,Overfitting-Accuracy,Overfitting-Precision,Overfitting-Recall,Overfitting-F1 score
Architecture C,177927.0,0.0,esm,1,PLM,0.996495238095238,0.996495238095238,0.996495238095238,0.996495238095238,0.941942857142857,0.941942857142857,0.941942857142857,0.941942857142857,0.061358428299320034,0.061358428299320034,0.061358428299320034,0.061358428299320034
Architecture C,79623.0,0.0,fasttext,0,PLM,0.143809523809524,0.143809523809524,0.143809523809524,0.143809523809524,0.14,0.14,0.14,0.14,0.9798666666666667,0.9798666666666667,0.9798666666666667,0.9798666666666667
Architecture C,79623.0,0.0,fasttext,1,PLM,0.737028571428572,0.737028571428572,0.737028571428572,0.737028571428572,0.505142857142857,0.505142857142857,0.505142857142857,0.505142857142857,0.6276952816326529,0.6276952816326529,0.6276952816326529,0.6276952816326529
Architecture C,79623.0,0.0,glove,0,PLM,0.143504761904762,0.143504761904762,0.143504761904762,0.143504761904762,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714,0.9796961262585034,0.9796961262585034,0.9796961262585034,0.9796961262585034
Architecture C,79623.0,0.0,glove,1,PLM,0.710895238095238,0.710895238095238,0.710895238095238,0.710895238095238,0.480114285714286,0.480114285714286,0.480114285714286,0.480114285714286,0.6586890405442175,0.6586890405442175,0.6586890405442175,0.6586890405442175
Architecture C,145159.0,0.0,plus_rnn,0,PLM,0.93767619047619,0.93767619047619,0.93767619047619,0.93767619047619,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.19627755102040867,0.19627755102040867,0.19627755102040867,0.19627755102040867
Architecture C,145159.0,0.0,plus_rnn,1,PLM,0.988761904761905,0.988761904761905,0.988761904761905,0.988761904761905,0.897257142857143,0.897257142857143,0.897257142857143,0.897257142857143,0.11282631836734669,0.11282631836734669,0.11282631836734669,0.11282631836734669
Architecture C,145159.0,0.0,prottrans,0,PLM,0.783161904761905,0.783161904761905,0.783161904761905,0.783161904761905,0.668685714285714,0.668685714285714,0.668685714285714,0.668685714285714,0.4763108223129253,0.4763108223129253,0.4763108223129253,0.4763108223129253
Architecture C,145159.0,0.0,prottrans,1,PLM,0.965409523809524,0.965409523809524,0.965409523809524,0.965409523809524,0.748342857142857,0.748342857142857,0.748342857142857,0.748342857142857,0.2775426786394558,0.2775426786394558,0.2775426786394558,0.2775426786394558
Architecture D,77879.0,0.0,Group_0,0,Properties,0.143466666666667,0.143466666666667,0.143466666666667,0.143466666666667,0.141028571428571,0.141028571428571,0.141028571428571,0.141028571428571,0.979767100952381,0.979767100952381,0.979767100952381,0.979767100952381
Architecture D,77879.0,0.0,Group_0,1,Properties,0.413561904761905,0.413561904761905,0.413561904761905,0.413561904761905,0.331428571428571,0.331428571428571,0.331428571428571,0.331428571428571,0.8629337687074831,0.8629337687074831,0.8629337687074831,0.8629337687074831
Architecture D,49207.0,0.0,Group_1,0,FFT,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429,0.9796572995918367,0.9796572995918367,0.9796572995918367,0.9796572995918367
Architecture D,49207.0,0.0,Group_1,1,FFT,0.33912380952381,0.33912380952381,0.33912380952381,0.33912380952381,0.2288,0.2288,0.2288,0.2288,0.9224084723809522,0.9224084723809522,0.9224084723809522,0.9224084723809522
Architecture D,49207.0,0.0,Group_2,0,FFT,0.142361904761905,0.142361904761905,0.142361904761905,0.142361904761905,0.144342857142857,0.144342857142857,0.144342857142857,0.144342857142857,0.9794510759183673,0.9794510759183673,0.9794510759183673,0.9794510759183673
Architecture D,77879.0,0.0,Group_2,0,Properties,0.144419047619048,0.144419047619048,0.144419047619048,0.144419047619048,0.138171428571429,0.138171428571429,0.138171428571429,0.138171428571429,0.980045413877551,0.980045413877551,0.980045413877551,0.980045413877551
Architecture D,49207.0,0.0,Group_2,1,FFT,0.416761904761905,0.416761904761905,0.416761904761905,0.416761904761905,0.242857142857143,0.242857142857143,0.242857142857143,0.242857142857143,0.898786394557823,0.898786394557823,0.898786394557823,0.898786394557823
Architecture D,77879.0,0.0,Group_2,1,Properties,0.698514285714286,0.698514285714286,0.698514285714286,0.698514285714286,0.508114285714286,0.508114285714286,0.508114285714286,0.508114285714286,0.6450749126530609,0.6450749126530609,0.6450749126530609,0.6450749126530609
Architecture D,49207.0,0.0,Group_3,0,FFT,0.14312380952381,0.14312380952381,0.14312380952381,0.14312380952381,0.142057142857143,0.142057142857143,0.142057142857143,0.142057142857143,0.9796682405442176,0.9796682405442176,0.9796682405442176,0.9796682405442176
Architecture D,77879.0,0.0,Group_3,0,Properties,0.142819047619048,0.142819047619048,0.142819047619048,0.142819047619048,0.142971428571429,0.142971428571429,0.142971428571429,0.142971428571429,0.9795809567346938,0.9795809567346938,0.9795809567346938,0.9795809567346938
Architecture D,49207.0,0.0,Group_3,1,FFT,0.417180952380952,0.417180952380952,0.417180952380952,0.417180952380952,0.252914285714286,0.252914285714286,0.252914285714286,0.252914285714286,0.894488977414966,0.894488977414966,0.894488977414966,0.894488977414966
Architecture D,77879.0,0.0,Group_3,1,Properties,0.445142857142857,0.445142857142857,0.445142857142857,0.445142857142857,0.342971428571429,0.342971428571429,0.342971428571429,0.342971428571429,0.8473287183673468,0.8473287183673468,0.8473287183673468,0.8473287183673468
Architecture D,49207.0,0.0,Group_4,0,FFT,0.141828571428571,0.141828571428571,0.141828571428571,0.141828571428571,0.145942857142857,0.145942857142857,0.145942857142857,0.145942857142857,0.9793011330612246,0.9793011330612246,0.9793011330612246,0.9793011330612246
Architecture D,77879.0,0.0,Group_4,0,Properties,0.144228571428571,0.144228571428571,0.144228571428571,0.144228571428571,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857,0.9799893159183675,0.9799893159183675,0.9799893159183675,0.9799893159183675
Architecture D,49207.0,0.0,Group_4,1,FFT,0.366704761904762,0.366704761904762,0.366704761904762,0.366704761904762,0.2312,0.2312,0.2312,0.2312,0.915217859047619,0.915217859047619,0.915217859047619,0.915217859047619
Architecture D,77879.0,0.0,Group_4,1,Properties,0.732609523809524,0.732609523809524,0.732609523809524,0.732609523809524,0.575771428571429,0.575771428571429,0.575771428571429,0.575771428571429,0.578184367891156,0.578184367891156,0.578184367891156,0.578184367891156
Architecture D,49207.0,0.0,Group_5,0,FFT,0.143009523809524,0.143009523809524,0.143009523809524,0.143009523809524,0.1424,0.1424,0.1424,0.1424,0.9796354438095238,0.9796354438095238,0.9796354438095238,0.9796354438095238
Architecture D,77879.0,0.0,Group_5,0,Properties,0.144228571428571,0.144228571428571,0.144228571428571,0.144228571428571,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857,0.9799893159183675,0.9799893159183675,0.9799893159183675,0.9799893159183675
Architecture D,49207.0,0.0,Group_5,1,FFT,0.367504761904762,0.367504761904762,0.367504761904762,0.367504761904762,0.235657142857143,0.235657142857143,0.235657142857143,0.235657142857143,0.9133948778231291,0.9133948778231291,0.9133948778231291,0.9133948778231291
Architecture D,77879.0,0.0,Group_5,1,Properties,0.664495238095238,0.664495238095238,0.664495238095238,0.664495238095238,0.498971428571429,0.498971428571429,0.498971428571429,0.498971428571429,0.6684358617687072,0.6684358617687072,0.6684358617687072,0.6684358617687072
Architecture D,49207.0,0.0,Group_6,0,FFT,0.14472380952381,0.14472380952381,0.14472380952381,0.14472380952381,0.137257142857143,0.137257142857143,0.137257142857143,0.137257142857143,0.9801356234013605,0.9801356234013605,0.9801356234013605,0.9801356234013605
Architecture D,77879.0,0.0,Group_6,0,Properties,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.9796463673469388,0.9796463673469388,0.9796463673469388,0.9796463673469388
Architecture D,49207.0,0.0,Group_6,1,FFT,0.348304761904762,0.348304761904762,0.348304761904762,0.348304761904762,0.224914285714286,0.224914285714286,0.224914285714286,0.224914285714286,0.9216612832653059,0.9216612832653059,0.9216612832653059,0.9216612832653059
Architecture D,77879.0,0.0,Group_6,1,Properties,0.753790476190476,0.753790476190476,0.753790476190476,0.753790476190476,0.586514285714286,0.586514285714286,0.586514285714286,0.586514285714286,0.5578911172789114,0.5578911172789114,0.5578911172789114,0.5578911172789114
Architecture D,49207.0,0.0,Group_7,0,FFT,0.143809523809524,0.143809523809524,0.143809523809524,0.143809523809524,0.14,0.14,0.14,0.14,0.9798666666666667,0.9798666666666667,0.9798666666666667,0.9798666666666667
Architecture D,77879.0,0.0,Group_7,0,Properties,0.14407619047619,0.14407619047619,0.14407619047619,0.14407619047619,0.1392,0.1392,0.1392,0.1392,0.9799445942857143,0.9799445942857143,0.9799445942857143,0.9799445942857143
Architecture D,49207.0,0.0,Group_7,1,FFT,0.361828571428571,0.361828571428571,0.361828571428571,0.361828571428571,0.231428571428571,0.231428571428571,0.231428571428571,0.231428571428571,0.9162625306122452,0.9162625306122452,0.9162625306122452,0.9162625306122452
Architecture D,77879.0,0.0,Group_7,1,Properties,0.768380952380952,0.768380952380952,0.768380952380952,0.768380952380952,0.568114285714286,0.568114285714286,0.568114285714286,0.568114285714286,0.5634718040816327,0.5634718040816327,0.5634718040816327,0.5634718040816327
Architecture D,32823.0,0.0,bepler,0,PLM,0.752380952380952,0.752380952380952,0.752380952380952,0.752380952380952,0.725828571428571,0.725828571428571,0.725828571428571,0.725828571428571,0.4539004081632658,0.4539004081632658,0.4539004081632658,0.4539004081632658
Architecture D,32823.0,0.0,bepler,1,PLM,0.805066666666667,0.805066666666667,0.805066666666667,0.805066666666667,0.750628571428571,0.750628571428571,0.750628571428571,0.750628571428572,0.3956939580952382,0.3956939580952382,0.3956939580952382,0.39569395809523733
Architecture D,180279.0,0.0,esm,0,PLM,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429,0.9796572995918367,0.9796572995918367,0.9796572995918367,0.9796572995918367
Architecture D,180279.0,0.0,esm,1,PLM,0.992,0.992,0.992,0.992,0.944914285714286,0.944914285714286,0.944914285714286,0.944914285714286,0.06264502857142829,0.06264502857142829,0.06264502857142829,0.06264502857142829
Architecture D,81975.0,0.0,fasttext,0,PLM,0.142704761904762,0.142704761904762,0.142704761904762,0.142704761904762,0.143314285714286,0.143314285714286,0.143314285714286,0.143314285714286,0.9795483689795917,0.9795483689795917,0.9795483689795917,0.9795483689795917
Architecture D,81975.0,0.0,fasttext,1,PLM,0.712761904761905,0.712761904761905,0.712761904761905,0.712761904761905,0.501257142857143,0.501257142857143,0.501257142857143,0.501257142857143,0.6427230040816325,0.6427230040816325,0.6427230040816325,0.6427230040816325
Architecture D,81975.0,0.0,glove,0,PLM,0.141561904761905,0.141561904761905,0.141561904761905,0.141561904761905,0.146742857142857,0.146742857142857,0.146742857142857,0.146742857142857,0.9792268016326531,0.9792268016326531,0.9792268016326531,0.9792268016326531
Architecture D,81975.0,0.0,glove,1,PLM,0.680495238095238,0.680495238095238,0.680495238095238,0.680495238095238,0.486857142857143,0.486857142857143,0.486857142857143,0.486857142857143,0.6686960326530611,0.6686960326530611,0.6686960326530611,0.6686960326530611
Architecture D,147511.0,0.0,plus_rnn,0,PLM,0.894133333333333,0.894133333333333,0.894133333333333,0.894133333333333,0.830285714285714,0.830285714285714,0.830285714285714,0.830285714285714,0.2576138666666672,0.2576138666666672,0.2576138666666672,0.2576138666666672
Architecture D,147511.0,0.0,plus_rnn,1,PLM,0.966438095238095,0.966438095238095,0.966438095238095,0.966438095238095,0.885371428571429,0.885371428571429,0.885371428571429,0.885371428571429,0.14434332299319708,0.14434332299319708,0.14434332299319708,0.14434332299319708
Architecture D,147511.0,0.0,prottrans,0,PLM,0.270780952380952,0.270780952380952,0.270780952380952,0.270780952380952,0.272457142857143,0.272457142857143,0.272457142857143,0.272457142857143,0.9262237953741497,0.9262237953741497,0.9262237953741497,0.9262237953741497
Architecture D,147511.0,0.0,prottrans,1,PLM,0.928266666666667,0.928266666666667,0.928266666666667,0.928266666666667,0.725142857142857,0.725142857142857,0.725142857142857,0.725142857142857,0.326874057142857,0.326874057142857,0.326874057142857,0.326874057142857
Architecture E,17591.0,0.0,Group_0,0,Properties,0.143161904761905,0.143161904761905,0.143161904761905,0.143161904761905,0.141942857142857,0.141942857142857,0.141942857142857,0.141942857142857,0.9796791902040816,0.9796791902040816,0.9796791902040816,0.9796791902040816
Architecture E,17591.0,0.0,Group_0,1,Properties,0.275085714285714,0.275085714285714,0.275085714285714,0.275085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.9606391640816327,0.9606391640816327,0.9606391640816327,0.9606391640816327
Architecture E,17591.0,0.0,Group_2,0,Properties,0.14152380952381,0.14152380952381,0.14152380952381,0.14152380952381,0.146857142857143,0.146857142857143,0.146857142857143,0.146857142857143,0.9792162176870748,0.9792162176870748,0.9792162176870748,0.9792162176870748
Architecture E,17591.0,0.0,Group_2,1,Properties,0.400685714285714,0.400685714285714,0.400685714285714,0.400685714285714,0.140457142857143,0.140457142857143,0.140457142857143,0.140457142857143,0.943720829387755,0.943720829387755,0.943720829387755,0.943720829387755
Architecture E,17591.0,0.0,Group_3,0,Properties,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429,0.144914285714286,0.144914285714286,0.144914285714286,0.144914285714286,0.9793973289795918,0.9793973289795918,0.9793973289795918,0.9793973289795918
Architecture E,17591.0,0.0,Group_3,1,Properties,0.282285714285714,0.282285714285714,0.282285714285714,0.282285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.9598347755102042,0.9598347755102042,0.9598347755102042,0.9598347755102042
Architecture E,17591.0,0.0,Group_4,0,Properties,0.142704761904762,0.142704761904762,0.142704761904762,0.142704761904762,0.1432,0.1432,0.1432,0.1432,0.9795646780952381,0.9795646780952381,0.9795646780952381,0.9795646780952381
Architecture E,17591.0,0.0,Group_4,1,Properties,0.378171428571429,0.378171428571429,0.378171428571429,0.378171428571429,0.137142857142857,0.137142857142857,0.137142857142857,0.137142857142857,0.9481364897959184,0.9481364897959184,0.9481364897959184,0.9481364897959184
Architecture E,17591.0,0.0,Group_5,0,Properties,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286,0.139085714285714,0.139085714285714,0.139085714285714,0.139085714285714,0.9799557616326531,0.9799557616326531,0.9799557616326531,0.9799557616326531
Architecture E,17591.0,0.0,Group_5,1,Properties,0.319161904761905,0.319161904761905,0.319161904761905,0.319161904761905,0.145257142857143,0.145257142857143,0.145257142857143,0.145257142857143,0.9536394536054421,0.9536394536054421,0.9536394536054421,0.9536394536054421
Architecture E,17591.0,0.0,Group_6,0,Properties,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.9796463673469388,0.9796463673469388,0.9796463673469388,0.9796463673469388
Architecture E,17591.0,0.0,Group_6,1,Properties,0.446095238095238,0.446095238095238,0.446095238095238,0.446095238095238,0.144,0.144,0.144,0.144,0.9357622857142858,0.9357622857142858,0.9357622857142858,0.9357622857142858
Architecture E,17591.0,0.0,Group_7,0,Properties,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.144571428571429,0.144571428571429,0.144571428571429,0.144571428571429,0.9794295510204082,0.9794295510204082,0.9794295510204082,0.9794295510204082
Architecture E,17591.0,0.0,Group_7,1,Properties,0.4488,0.4488,0.4488,0.4488,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714,0.9365012114285716,0.9365012114285716,0.9365012114285716,0.9365012114285716
Architecture E,50359.0,0.0,esm,0,PLM,0.207466666666667,0.207466666666667,0.207466666666667,0.207466666666667,0.145942857142857,0.145942857142857,0.145942857142857,0.145942857142857,0.9697217219047619,0.9697217219047619,0.9697217219047619,0.9697217219047619
Architecture E,50359.0,0.0,esm,1,PLM,0.14472380952381,0.14472380952381,0.14472380952381,0.14472380952381,0.137257142857143,0.137257142857143,0.137257142857143,0.137257142857143,0.9801356234013605,0.9801356234013605,0.9801356234013605,0.9801356234013605
Architecture E,17591.0,0.0,fasttext,0,PLM,0.156990476190476,0.156990476190476,0.156990476190476,0.156990476190476,0.1376,0.1376,0.1376,0.1376,0.9783981104761905,0.9783981104761905,0.9783981104761905,0.9783981104761905
Architecture E,17591.0,0.0,fasttext,1,PLM,0.367504761904762,0.367504761904762,0.367504761904762,0.367504761904762,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.9474153186394558,0.9474153186394558,0.9474153186394558,0.9474153186394558
Architecture E,17591.0,0.0,glove,0,PLM,0.173257142857143,0.173257142857143,0.173257142857143,0.173257142857143,0.139771428571429,0.139771428571429,0.139771428571429,0.139771428571429,0.975783601632653,0.975783601632653,0.975783601632653,0.975783601632653
Architecture E,17591.0,0.0,glove,1,PLM,0.268876190476191,0.268876190476191,0.268876190476191,0.268876190476191,0.144342857142857,0.144342857142857,0.144342857142857,0.144342857142857,0.9611896424489795,0.9611896424489795,0.9611896424489795,0.9611896424489795
Architecture E,50359.0,0.0,plus_rnn,0,PLM,0.155352380952381,0.155352380952381,0.155352380952381,0.155352380952381,0.147885714285714,0.147885714285714,0.147885714285714,0.147885714285714,0.9770256021768707,0.9770256021768707,0.9770256021768707,0.9770256021768707
Architecture E,50359.0,0.0,plus_rnn,1,PLM,0.589447619047619,0.589447619047619,0.589447619047619,0.589447619047619,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857,0.918218353197279,0.918218353197279,0.918218353197279,0.918218353197279
Architecture E,50359.0,0.0,prottrans,0,PLM,0.155847619047619,0.155847619047619,0.155847619047619,0.155847619047619,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571,0.9776469986394558,0.9776469986394558,0.9776469986394558,0.9776469986394558
Architecture E,50359.0,0.0,prottrans,1,PLM,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429,0.9796572995918367,0.9796572995918367,0.9796572995918367,0.9796572995918367
Architecture F,15287.0,0.0,Group_0,0,Properties,0.142438095238095,0.142438095238095,0.142438095238095,0.142438095238095,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286,0.9794726356462585,0.9794726356462585,0.9794726356462585,0.9794726356462585
Architecture F,15287.0,0.0,Group_0,1,Properties,0.180571428571429,0.180571428571429,0.180571428571429,0.180571428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.9740389877551019,0.9740389877551019,0.9740389877551019,0.9740389877551019
Architecture F,15287.0,0.0,Group_2,0,Properties,0.142095238095238,0.142095238095238,0.142095238095238,0.142095238095238,0.145142857142857,0.145142857142857,0.145142857142857,0.145142857142857,0.9793758911564626,0.9793758911564626,0.9793758911564626,0.9793758911564626
Architecture F,15287.0,0.0,Group_2,1,Properties,0.198438095238095,0.198438095238095,0.198438095238095,0.198438095238095,0.140571428571429,0.140571428571429,0.140571428571429,0.140571428571429,0.9721052734693877,0.9721052734693877,0.9721052734693877,0.9721052734693877
Architecture F,15287.0,0.0,Group_3,0,Properties,0.142819047619048,0.142819047619048,0.142819047619048,0.142819047619048,0.142971428571429,0.142971428571429,0.142971428571429,0.142971428571429,0.9795809567346938,0.9795809567346938,0.9795809567346938,0.9795809567346938
Architecture F,15287.0,0.0,Group_3,1,Properties,0.184914285714286,0.184914285714286,0.184914285714286,0.184914285714286,0.146171428571429,0.146171428571429,0.146171428571429,0.146171428571429,0.9729708146938775,0.9729708146938775,0.9729708146938775,0.9729708146938775
Architecture F,15287.0,0.0,Group_4,0,Properties,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714,0.146971428571429,0.146971428571429,0.146971428571429,0.146971428571429,0.9792056424489796,0.9792056424489796,0.9792056424489796,0.9792056424489796
Architecture F,15287.0,0.0,Group_4,1,Properties,0.225752380952381,0.225752380952381,0.225752380952381,0.225752380952381,0.139657142857143,0.139657142857143,0.139657142857143,0.139657142857143,0.9684720674829932,0.9684720674829932,0.9684720674829932,0.9684720674829932
Architecture F,15287.0,0.0,Group_5,0,Properties,0.143504761904762,0.143504761904762,0.143504761904762,0.143504761904762,0.140914285714286,0.140914285714286,0.140914285714286,0.140914285714286,0.9797781289795918,0.9797781289795918,0.9797781289795918,0.9797781289795918
Architecture F,15287.0,0.0,Group_5,1,Properties,0.156457142857143,0.156457142857143,0.156457142857143,0.156457142857143,0.1424,0.1424,0.1424,0.1424,0.9777205028571428,0.9777205028571428,0.9777205028571428,0.9777205028571428
Architecture F,15287.0,0.0,Group_6,0,Properties,0.143695238095238,0.143695238095238,0.143695238095238,0.143695238095238,0.140342857142857,0.140342857142857,0.140342857142857,0.140342857142857,0.9798333997278912,0.9798333997278912,0.9798333997278912,0.9798333997278912
Architecture F,15287.0,0.0,Group_6,1,Properties,0.226095238095238,0.226095238095238,0.226095238095238,0.226095238095238,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714,0.9680107537414967,0.9680107537414967,0.9680107537414967,0.9680107537414967
Architecture F,15287.0,0.0,Group_7,0,Properties,0.14167619047619,0.14167619047619,0.14167619047619,0.14167619047619,0.1464,0.1464,0.1464,0.1464,0.9792586057142858,0.9792586057142858,0.9792586057142858,0.9792586057142858
Architecture F,15287.0,0.0,Group_7,1,Properties,0.213371428571429,0.213371428571429,0.213371428571429,0.213371428571429,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571,0.9693964408163266,0.9693964408163266,0.9693964408163266,0.9693964408163266
Architecture F,31671.0,0.0,esm,0,PLM,0.157790476190476,0.157790476190476,0.157790476190476,0.157790476190476,0.147771428571429,0.147771428571429,0.147771428571429,0.147771428571429,0.9766830759183673,0.9766830759183673,0.9766830759183673,0.9766830759183673
Architecture F,31671.0,0.0,esm,1,PLM,0.14407619047619,0.14407619047619,0.14407619047619,0.14407619047619,0.1392,0.1392,0.1392,0.1392,0.9799445942857143,0.9799445942857143,0.9799445942857143,0.9799445942857143
Architecture F,15287.0,0.0,fasttext,0,PLM,0.146780952380952,0.146780952380952,0.146780952380952,0.146780952380952,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571,0.9789474176870749,0.9789474176870749,0.9789474176870749,0.9789474176870749
Architecture F,15287.0,0.0,fasttext,1,PLM,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.9796463673469388,0.9796463673469388,0.9796463673469388,0.9796463673469388
Architecture F,15287.0,0.0,glove,0,PLM,0.14872380952381,0.14872380952381,0.14872380952381,0.14872380952381,0.146285714285714,0.146285714285714,0.146285714285714,0.146285714285714,0.978243831292517,0.978243831292517,0.978243831292517,0.978243831292517
Architecture F,15287.0,0.0,glove,1,PLM,0.203961904761905,0.203961904761905,0.203961904761905,0.203961904761905,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.9708159651700681,0.9708159651700681,0.9708159651700681,0.9708159651700681
Architecture F,31671.0,0.0,plus_rnn,0,PLM,0.153219047619048,0.153219047619048,0.153219047619048,0.153219047619048,0.139428571428571,0.139428571428571,0.139428571428571,0.139428571428571,0.97863688707483,0.97863688707483,0.97863688707483,0.97863688707483
Architecture F,31671.0,0.0,plus_rnn,1,PLM,0.274590476190476,0.274590476190476,0.274590476190476,0.274590476190476,0.139314285714286,0.139314285714286,0.139314285714286,0.139314285714286,0.9617456239455782,0.9617456239455782,0.9617456239455782,0.9617456239455782
Architecture F,31671.0,0.0,prottrans,0,PLM,0.152038095238095,0.152038095238095,0.152038095238095,0.152038095238095,0.142742857142857,0.142742857142857,0.142742857142857,0.142742857142857,0.9782976478911565,0.9782976478911565,0.9782976478911565,0.9782976478911565
Architecture F,31671.0,0.0,prottrans,1,PLM,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286,0.139085714285714,0.139085714285714,0.139085714285714,0.139085714285714,0.9799557616326531,0.9799557616326531,0.9799557616326531,0.9799557616326531
Architecture G,48167.0,0.0,esm,0,PLM,0.14952380952381,0.14952380952381,0.14952380952381,0.14952380952381,0.147428571428571,0.147428571428571,0.147428571428571,0.147428571428571,0.977955918367347,0.977955918367347,0.977955918367347,0.977955918367347
Architecture G,48167.0,0.0,esm,1,PLM,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.9796463673469388,0.9796463673469388,0.9796463673469388,0.9796463673469388
Architecture G,42023.0,0.0,plus_rnn,0,PLM,0.146285714285714,0.146285714285714,0.146285714285714,0.146285714285714,0.139542857142857,0.139542857142857,0.139542857142857,0.139542857142857,0.9795868734693878,0.9795868734693878,0.9795868734693878,0.9795868734693878
Architecture G,42023.0,0.0,plus_rnn,1,PLM,0.22247619047619,0.22247619047619,0.22247619047619,0.22247619047619,0.142742857142857,0.142742857142857,0.142742857142857,0.142742857142857,0.9682431129251702,0.9682431129251702,0.9682431129251702,0.9682431129251702
Architecture G,42023.0,0.0,prottrans,0,PLM,0.144190476190476,0.144190476190476,0.144190476190476,0.144190476190476,0.145828571428571,0.145828571428571,0.145828571428571,0.145828571428571,0.9789729088435375,0.9789729088435375,0.9789729088435375,0.9789729088435375
Architecture G,42023.0,0.0,prottrans,1,PLM,0.144457142857143,0.144457142857143,0.144457142857143,0.144457142857143,0.138057142857143,0.138057142857143,0.138057142857143,0.138057142857143,0.9800566595918367,0.9800566595918367,0.9800566595918367,0.9800566595918367
Architecture H,58967.0,0.0,esm,0,PLM,0.145295238095238,0.145295238095238,0.145295238095238,0.145295238095238,0.145485714285714,0.145485714285714,0.145485714285714,0.145485714285714,0.9788616185034014,0.9788616185034014,0.9788616185034014,0.9788616185034014
Architecture H,58967.0,0.0,esm,1,PLM,0.144647619047619,0.144647619047619,0.144647619047619,0.144647619047619,0.137485714285714,0.137485714285714,0.137485714285714,0.137485714285714,0.9801130187755103,0.9801130187755103,0.9801130187755103,0.9801130187755103
Architecture H,46679.0,0.0,plus_rnn,0,PLM,0.14247619047619,0.14247619047619,0.14247619047619,0.14247619047619,0.144,0.144,0.144,0.144,0.9794834285714287,0.9794834285714287,0.9794834285714287,0.9794834285714287
Architecture H,46679.0,0.0,plus_rnn,1,PLM,0.184609523809524,0.184609523809524,0.184609523809524,0.184609523809524,0.136914285714286,0.136914285714286,0.136914285714286,0.136914285714286,0.9747243189115645,0.9747243189115645,0.9747243189115645,0.9747243189115645
Architecture H,46679.0,0.0,prottrans,0,PLM,0.143009523809524,0.143009523809524,0.143009523809524,0.143009523809524,0.1424,0.1424,0.1424,0.1424,0.9796354438095238,0.9796354438095238,0.9796354438095238,0.9796354438095238
Architecture H,46679.0,0.0,prottrans,1,PLM,0.143695238095238,0.143695238095238,0.143695238095238,0.143695238095238,0.140342857142857,0.140342857142857,0.140342857142857,0.140342857142857,0.9798333997278912,0.9798333997278912,0.9798333997278912,0.9798333997278912
KNN,,,bepler,0,PLM,0.818204081632653,0.818204081632653,0.817466867704022,0.81742750954759,0.824571428571429,0.824571428571429,0.823744477241767,0.82404085243215,0.3253322915451893,0.3266161824006857,0.3253322915451893,0.3264063382309145
GausianNB,,,bepler,0,PLM,0.415428571428571,0.415428571428571,0.369057895853974,0.365104337575049,0.416571428571429,0.416571428571429,0.360927075948557,0.363661782786914,0.8269443265306122,0.8667970127936981,0.8269443265306122,0.8672255056942224
Decision Tree,,,bepler,0,PLM,0.677714285714286,0.677714285714286,0.677481276442381,0.677436023556867,0.702571428571429,0.702571428571429,0.702418714647477,0.702481989555415,0.5238573061224485,0.5241244726036107,0.5238573061224485,0.524113394375263
