Training method,trainable_params,non_trainable_params,encoding,scaled,Method,train_accuracy,train_recall,train_precision,train_f1_score,test_accuracy,test_recall,test_precision,test_f1_score
Architecture E,17591,0,Group_3,1,Properties,0.282285714285714,0.282285714285714,0.282285714285714,0.282285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714
Architecture E,17591,0,Group_4,0,Properties,0.142704761904762,0.142704761904762,0.142704761904762,0.142704761904762,0.1432,0.1432,0.1432,0.1432
Architecture E,17591,0,Group_4,1,Properties,0.378171428571429,0.378171428571429,0.378171428571429,0.378171428571429,0.137142857142857,0.137142857142857,0.137142857142857,0.137142857142857
Architecture E,17591,0,Group_5,0,Properties,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286,0.139085714285714,0.139085714285714,0.139085714285714,0.139085714285714
Architecture E,17591,0,Group_5,1,Properties,0.319161904761905,0.319161904761905,0.319161904761905,0.319161904761905,0.145257142857143,0.145257142857143,0.145257142857143,0.145257142857143
Architecture E,17591,0,Group_6,0,Properties,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714
Architecture E,17591,0,Group_6,1,Properties,0.446095238095238,0.446095238095238,0.446095238095238,0.446095238095238,0.144,0.144,0.144,0.144
Architecture E,17591,0,Group_7,0,Properties,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714,0.144571428571429,0.144571428571429,0.144571428571429,0.144571428571429
Architecture E,17591,0,Group_7,1,Properties,0.4488,0.4488,0.4488,0.4488,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714
Architecture E,50359,0,esm,0,PLM,0.207466666666667,0.207466666666667,0.207466666666667,0.207466666666667,0.145942857142857,0.145942857142857,0.145942857142857,0.145942857142857
Architecture E,50359,0,esm,1,PLM,0.14472380952381,0.14472380952381,0.14472380952381,0.14472380952381,0.137257142857143,0.137257142857143,0.137257142857143,0.137257142857143
Architecture E,17591,0,fasttext,0,PLM,0.156990476190476,0.156990476190476,0.156990476190476,0.156990476190476,0.1376,0.1376,0.1376,0.1376
Architecture E,17591,0,fasttext,1,PLM,0.367504761904762,0.367504761904762,0.367504761904762,0.367504761904762,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714
Architecture E,17591,0,glove,0,PLM,0.173257142857143,0.173257142857143,0.173257142857143,0.173257142857143,0.139771428571429,0.139771428571429,0.139771428571429,0.139771428571429
Architecture E,17591,0,glove,1,PLM,0.268876190476191,0.268876190476191,0.268876190476191,0.268876190476191,0.144342857142857,0.144342857142857,0.144342857142857,0.144342857142857
Architecture E,50359,0,plus_rnn,0,PLM,0.155352380952381,0.155352380952381,0.155352380952381,0.155352380952381,0.147885714285714,0.147885714285714,0.147885714285714,0.147885714285714
Architecture E,50359,0,plus_rnn,1,PLM,0.589447619047619,0.589447619047619,0.589447619047619,0.589447619047619,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857
Architecture E,50359,0,prottrans,0,PLM,0.155847619047619,0.155847619047619,0.155847619047619,0.155847619047619,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571
Architecture E,50359,0,prottrans,1,PLM,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429
Architecture F,15287,0,Group_0,0,Properties,0.142438095238095,0.142438095238095,0.142438095238095,0.142438095238095,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286
Architecture F,15287,0,Group_0,1,Properties,0.180571428571429,0.180571428571429,0.180571428571429,0.180571428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.143771428571429
Architecture F,15287,0,Group_2,0,Properties,0.142095238095238,0.142095238095238,0.142095238095238,0.142095238095238,0.145142857142857,0.145142857142857,0.145142857142857,0.145142857142857
Architecture F,15287,0,Group_2,1,Properties,0.198438095238095,0.198438095238095,0.198438095238095,0.198438095238095,0.140571428571429,0.140571428571429,0.140571428571429,0.140571428571429
Architecture F,15287,0,Group_3,0,Properties,0.142819047619048,0.142819047619048,0.142819047619048,0.142819047619048,0.142971428571429,0.142971428571429,0.142971428571429,0.142971428571429
Architecture F,15287,0,Group_3,1,Properties,0.184914285714286,0.184914285714286,0.184914285714286,0.184914285714286,0.146171428571429,0.146171428571429,0.146171428571429,0.146171428571429
Architecture F,15287,0,Group_4,0,Properties,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714,0.146971428571429,0.146971428571429,0.146971428571429,0.146971428571429
Architecture F,15287,0,Group_4,1,Properties,0.225752380952381,0.225752380952381,0.225752380952381,0.225752380952381,0.139657142857143,0.139657142857143,0.139657142857143,0.139657142857143
Architecture F,15287,0,Group_5,0,Properties,0.143504761904762,0.143504761904762,0.143504761904762,0.143504761904762,0.140914285714286,0.140914285714286,0.140914285714286,0.140914285714286
Architecture F,15287,0,Group_5,1,Properties,0.156457142857143,0.156457142857143,0.156457142857143,0.156457142857143,0.1424,0.1424,0.1424,0.1424
Architecture F,15287,0,Group_6,0,Properties,0.143695238095238,0.143695238095238,0.143695238095238,0.143695238095238,0.140342857142857,0.140342857142857,0.140342857142857,0.140342857142857
Architecture F,15287,0,Group_6,1,Properties,0.226095238095238,0.226095238095238,0.226095238095238,0.226095238095238,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714
Architecture F,15287,0,Group_7,0,Properties,0.14167619047619,0.14167619047619,0.14167619047619,0.14167619047619,0.1464,0.1464,0.1464,0.1464
Architecture F,15287,0,Group_7,1,Properties,0.213371428571429,0.213371428571429,0.213371428571429,0.213371428571429,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571
Architecture F,31671,0,esm,0,PLM,0.157790476190476,0.157790476190476,0.157790476190476,0.157790476190476,0.147771428571429,0.147771428571429,0.147771428571429,0.147771428571429
Architecture F,31671,0,esm,1,PLM,0.14407619047619,0.14407619047619,0.14407619047619,0.14407619047619,0.1392,0.1392,0.1392,0.1392
Architecture F,15287,0,fasttext,0,PLM,0.146780952380952,0.146780952380952,0.146780952380952,0.146780952380952,0.143428571428571,0.143428571428571,0.143428571428571,0.143428571428571
Architecture F,15287,0,fasttext,1,PLM,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714
Architecture F,15287,0,glove,0,PLM,0.14872380952381,0.14872380952381,0.14872380952381,0.14872380952381,0.146285714285714,0.146285714285714,0.146285714285714,0.146285714285714
Architecture F,15287,0,glove,1,PLM,0.203961904761905,0.203961904761905,0.203961904761905,0.203961904761905,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714
Architecture F,31671,0,plus_rnn,0,PLM,0.153219047619048,0.153219047619048,0.153219047619048,0.153219047619048,0.139428571428571,0.139428571428571,0.139428571428571,0.139428571428571
Architecture F,31671,0,plus_rnn,1,PLM,0.274590476190476,0.274590476190476,0.274590476190476,0.274590476190476,0.139314285714286,0.139314285714286,0.139314285714286,0.139314285714286
Architecture F,31671,0,prottrans,0,PLM,0.152038095238095,0.152038095238095,0.152038095238095,0.152038095238095,0.142742857142857,0.142742857142857,0.142742857142857,0.142742857142857
Architecture F,31671,0,prottrans,1,PLM,0.144114285714286,0.144114285714286,0.144114285714286,0.144114285714286,0.139085714285714,0.139085714285714,0.139085714285714,0.139085714285714
Architecture G,48167,0,esm,0,PLM,0.14952380952381,0.14952380952381,0.14952380952381,0.14952380952381,0.147428571428571,0.147428571428571,0.147428571428571,0.147428571428571
Architecture G,48167,0,esm,1,PLM,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714
Architecture G,42023,0,plus_rnn,0,PLM,0.146285714285714,0.146285714285714,0.146285714285714,0.146285714285714,0.139542857142857,0.139542857142857,0.139542857142857,0.139542857142857
Architecture G,42023,0,plus_rnn,1,PLM,0.22247619047619,0.22247619047619,0.22247619047619,0.22247619047619,0.142742857142857,0.142742857142857,0.142742857142857,0.142742857142857
Architecture G,42023,0,prottrans,0,PLM,0.144190476190476,0.144190476190476,0.144190476190476,0.144190476190476,0.145828571428571,0.145828571428571,0.145828571428571,0.145828571428571
Architecture G,42023,0,prottrans,1,PLM,0.144457142857143,0.144457142857143,0.144457142857143,0.144457142857143,0.138057142857143,0.138057142857143,0.138057142857143,0.138057142857143
Architecture H,58967,0,esm,0,PLM,0.145295238095238,0.145295238095238,0.145295238095238,0.145295238095238,0.145485714285714,0.145485714285714,0.145485714285714,0.145485714285714
Architecture H,58967,0,esm,1,PLM,0.144647619047619,0.144647619047619,0.144647619047619,0.144647619047619,0.137485714285714,0.137485714285714,0.137485714285714,0.137485714285714
Architecture H,46679,0,plus_rnn,0,PLM,0.14247619047619,0.14247619047619,0.14247619047619,0.14247619047619,0.144,0.144,0.144,0.144
Architecture H,46679,0,plus_rnn,1,PLM,0.184609523809524,0.184609523809524,0.184609523809524,0.184609523809524,0.136914285714286,0.136914285714286,0.136914285714286,0.136914285714286
Architecture H,46679,0,prottrans,0,PLM,0.143009523809524,0.143009523809524,0.143009523809524,0.143009523809524,0.1424,0.1424,0.1424,0.1424
Architecture H,46679,0,prottrans,1,PLM,0.143695238095238,0.143695238095238,0.143695238095238,0.143695238095238,0.140342857142857,0.140342857142857,0.140342857142857,0.140342857142857
KNN,,,bepler,0,PLM,0.818204081632653,0.818204081632653,0.817466867704022,0.81742750954759,0.824571428571429,0.824571428571429,0.823744477241767,0.82404085243215
GausianNB,,,bepler,0,PLM,0.415428571428571,0.415428571428571,0.369057895853974,0.365104337575049,0.416571428571429,0.416571428571429,0.360927075948557,0.363661782786914
Decision Tree,,,bepler,0,PLM,0.677714285714286,0.677714285714286,0.677481276442381,0.677436023556867,0.702571428571429,0.702571428571429,0.702418714647477,0.702481989555415
Random Forest,,,bepler,0,PLM,0.825428571428571,0.825428571428571,0.827385153600087,0.825501197057095,0.837142857142857,0.837142857142857,0.83973346710667,0.837547565123056
Adaboost,,,bepler,0,PLM,0.447142857142857,0.447142857142857,0.435283975470906,0.433876035014019,0.48447619047619,0.48447619047619,0.478551778895481,0.472263067964147
GradientBoostingClassifier,,,bepler,0,PLM,0.735918367346939,0.735918367346939,0.736856423547569,0.735012694712749,0.734380952380952,0.734380952380952,0.735034641289421,0.733552756807474
KNN,,,esm,0,PLM,0.943714285714286,0.943714285714286,0.943833799815709,0.943615304184714,0.950190476190476,0.950190476190476,0.950363467361582,0.950148112489542
GausianNB,,,esm,0,PLM,0.657387755102041,0.657387755102041,0.675252684938309,0.661160247939022,0.661142857142857,0.661142857142857,0.679175140625676,0.664739189423754
Decision Tree,,,esm,0,PLM,0.70869387755102,0.70869387755102,0.708132685101144,0.708220503847538,0.726761904761905,0.726761904761905,0.727014957691929,0.726818716566214
Random Forest,,,esm,0,PLM,0.935224489795918,0.935224489795918,0.935997808993479,0.935396312137694,0.944761904761905,0.944761904761905,0.9453321110852,0.944950868240693
Adaboost,,,esm,0,PLM,0.44330612244898,0.44330612244898,0.439524560479739,0.436347524501007,0.436380952380952,0.436380952380952,0.43260201723606,0.428447554938406
GradientBoostingClassifier,,,esm,0,PLM,0.889183673469388,0.889183673469388,0.889700410799133,0.88917000247466,0.896857142857143,0.896857142857143,0.896914799503598,0.896795097111146
KNN,,,fasttext,0,PLM,0.597591836734694,0.597591836734694,0.6002303893503,0.592434085874814,0.624285714285714,0.624285714285714,0.627722491388457,0.620391473328815
GausianNB,,,fasttext,0,PLM,0.284571428571429,0.284571428571429,0.311416418345638,0.275314133211688,0.295428571428571,0.295428571428571,0.320251776303085,0.286125620930923
Decision Tree,,,fasttext,0,PLM,0.336163265306123,0.336163265306123,0.337400032547181,0.336539824442325,0.349428571428571,0.349428571428571,0.349460123632473,0.349404441264823
Random Forest,,,fasttext,0,PLM,0.538734693877551,0.538734693877551,0.536877219773596,0.536993301173023,0.557619047619048,0.557619047619048,0.556342443303734,0.556068475720431
Adaboost,,,fasttext,0,PLM,0.327673469387755,0.327673469387755,0.313044299188525,0.316713870121857,0.328571428571429,0.328571428571429,0.315418702991678,0.317078872315234
GradientBoostingClassifier,,,fasttext,0,PLM,0.48865306122449,0.48865306122449,0.486448395977486,0.486379187154627,0.493142857142857,0.493142857142857,0.489773308337579,0.490039247880839
KNN,,,glove,0,PLM,0.551959183673469,0.551959183673469,0.55215485761088,0.546644697878604,0.579428571428571,0.579428571428571,0.58076804689698,0.575028917000036
GausianNB,,,glove,0,PLM,0.268897959183674,0.268897959183674,0.307562407599318,0.252278094445846,0.272476190476191,0.272476190476191,0.302327989420674,0.255367028400839
Decision Tree,,,glove,0,PLM,0.336897959183674,0.336897959183674,0.338074865886313,0.337369664193709,0.342190476190476,0.342190476190476,0.345129658484257,0.343516396950261
Random Forest,,,glove,0,PLM,0.52530612244898,0.52530612244898,0.520974923234168,0.522019785441683,0.53952380952381,0.53952380952381,0.535155179990744,0.536244922588642
Adaboost,,,glove,0,PLM,0.33134693877551,0.33134693877551,0.316570240175053,0.319566218741788,0.337619047619048,0.337619047619048,0.319426005733621,0.321964484230663
GradientBoostingClassifier,,,glove,0,PLM,0.464285714285714,0.464285714285714,0.459605428759416,0.460608928300057,0.473238095238095,0.473238095238095,0.467367346705797,0.469055922740032
KNN,,,plus_rnn,0,PLM,0.899959183673469,0.899959183673469,0.899880294818146,0.899690661858785,0.908095238095238,0.908095238095238,0.907918654135607,0.907914857337871
GausianNB,,,plus_rnn,0,PLM,0.565387755102041,0.565387755102041,0.60387536273292,0.554753592756234,0.569904761904762,0.569904761904762,0.606770041390072,0.559967419246135
Decision Tree,,,plus_rnn,0,PLM,0.768530612244898,0.768530612244898,0.768802015725972,0.768559729225172,0.783047619047619,0.783047619047619,0.783508334966503,0.783233624223324
Random Forest,,,plus_rnn,0,PLM,0.894040816326531,0.894040816326531,0.895302556929336,0.894078353329851,0.899142857142857,0.899142857142857,0.899981183386264,0.899190980561574
Adaboost,,,plus_rnn,0,PLM,0.444,0.444,0.447157444253453,0.437277116575157,0.472952380952381,0.472952380952381,0.469419634483481,0.465758740174128
GradientBoostingClassifier,,,plus_rnn,0,PLM,0.831428571428572,0.831428571428572,0.832136944205577,0.831110599514015,0.834285714285714,0.834285714285714,0.834762846022832,0.833964013843022
KNN,,,prottrans,0,PLM,0.691102040816327,0.691102040816327,0.688930692113404,0.687630993641984,0.728666666666667,0.728666666666667,0.727048641013834,0.725305465401761
GausianNB,,,prottrans,0,PLM,0.393510204081633,0.393510204081633,0.387878181344004,0.383764819683923,0.393809523809524,0.393809523809524,0.387601504191297,0.383055818597006
Decision Tree,,,prottrans,0,PLM,0.478163265306122,0.478163265306122,0.478628804465866,0.478250441701612,0.494190476190476,0.494190476190476,0.495900458053761,0.494891116610363
Random Forest,,,prottrans,0,PLM,0.740530612244898,0.740530612244898,0.73865610906509,0.73892173912039,0.760380952380952,0.760380952380952,0.75845395602037,0.758729383221459
Adaboost,,,prottrans,0,PLM,0.374,0.374,0.365458788135498,0.365668039985964,0.378761904761905,0.378761904761905,0.369925429843317,0.369951913752109
GradientBoostingClassifier,,,prottrans,0,PLM,0.670530612244898,0.670530612244898,0.668712294944612,0.668143563451553,0.685619047619048,0.685619047619048,0.684368580439167,0.683741941831764
KNN,,,Group_0,0,Properties,0.259142857142857,0.259142857142857,0.323421302310115,0.263619200633068,0.28,0.28,0.345457047369486,0.286479726724062
Random Forest,,,Group_0,0,Properties,0.311551020408163,0.311551020408163,0.316552357360931,0.309570548503327,0.325714285714286,0.325714285714286,0.330988434228823,0.323534346455463
KNN,,,Group_1,0,FFT,0.262081632653061,0.262081632653061,0.288110927785938,0.264421570255654,0.269714285714286,0.269714285714286,0.296672898896174,0.272857981306736
Random Forest,,,Group_1,0,FFT,0.223877551020408,0.223877551020408,0.227739921138945,0.225134370393052,0.23247619047619,0.23247619047619,0.237134726226943,0.233925775934198
KNN,,,Group_2,0,Properties,0.273265306122449,0.273265306122449,0.314177214873607,0.272224426823293,0.301333333333333,0.301333333333333,0.344160306263632,0.302616014401536
Random Forest,,,Group_2,0,Properties,0.309183673469388,0.309183673469388,0.317326375217006,0.308456943268246,0.326571428571429,0.326571428571429,0.335555974491926,0.326768064944568
KNN,,,Group_2,0,FFT,0.262081632653061,0.262081632653061,0.290083831725346,0.265692922337633,0.276380952380952,0.276380952380952,0.304215649489582,0.280661738585297
Random Forest,,,Group_2,0,FFT,0.225428571428571,0.225428571428571,0.225099539869117,0.224909722548032,0.232571428571429,0.232571428571429,0.232592554347692,0.232300810450669
KNN,,,Group_3,0,Properties,0.286081632653061,0.286081632653061,0.334443196949089,0.285268913350661,0.304,0.304,0.356751795821081,0.30564364091832
Random Forest,,,Group_3,0,Properties,0.332979591836735,0.332979591836735,0.340347326242049,0.332616261696884,0.343809523809524,0.343809523809524,0.352978703064776,0.343467452048115
KNN,,,Group_3,0,FFT,0.278040816326531,0.278040816326531,0.310688174471155,0.281406707245067,0.298190476190476,0.298190476190476,0.329831586823233,0.301904800872016
Random Forest,,,Group_3,0,FFT,0.235918367346939,0.235918367346939,0.238853933788325,0.236979821690124,0.242761904761905,0.242761904761905,0.245686923614866,0.24377109069768
KNN,,,Group_4,0,Properties,0.273673469387755,0.273673469387755,0.306048424753804,0.271697567743656,0.292285714285714,0.292285714285714,0.327566941244686,0.293045715656593
Random Forest,,,Group_4,0,Properties,0.320938775510204,0.320938775510204,0.325811311897975,0.31895184740917,0.339904761904762,0.339904761904762,0.345807722696802,0.338067292224652
KNN,,,Group_4,0,FFT,0.262857142857143,0.262857142857143,0.280059722406557,0.264919712773032,0.268761904761905,0.268761904761905,0.289264049776712,0.271591497145189
Random Forest,,,Group_4,0,FFT,0.218367346938776,0.218367346938776,0.220502262561047,0.219070341110267,0.220190476190476,0.220190476190476,0.223212929390552,0.221354054689848
KNN,,,Group_5,0,Properties,0.271428571428571,0.271428571428571,0.316019265945308,0.270097317433108,0.289428571428571,0.289428571428571,0.33836159461043,0.291347829606491
Random Forest,,,Group_5,0,Properties,0.324367346938776,0.324367346938776,0.332536377818548,0.324009449169752,0.341809523809524,0.341809523809524,0.349278572665127,0.341215509158549
KNN,,,Group_5,0,FFT,0.260857142857143,0.260857142857143,0.289974276311549,0.263515531745745,0.266857142857143,0.266857142857143,0.295232295244374,0.270124008301236
Random Forest,,,Group_5,0,FFT,0.218081632653061,0.218081632653061,0.221748697423396,0.219456128454478,0.233428571428571,0.233428571428571,0.23639012281458,0.234626980081505
KNN,,,Group_6,0,Properties,0.278,0.278,0.303816635012641,0.278611825555014,0.304095238095238,0.304095238095238,0.328299960145913,0.306022932394618
Random Forest,,,Group_6,0,Properties,0.316448979591837,0.316448979591837,0.320101153861347,0.313842700753299,0.336095238095238,0.336095238095238,0.341866711225293,0.334031986558458
KNN,,,Group_6,0,FFT,0.26865306122449,0.26865306122449,0.285008448924607,0.27101120232052,0.272095238095238,0.272095238095238,0.291775132978693,0.275995477304308
Random Forest,,,Group_6,0,FFT,0.224040816326531,0.224040816326531,0.226571599578202,0.224845415418184,0.235428571428571,0.235428571428571,0.238767716017796,0.236595808872659
KNN,,,Group_7,0,Properties,0.282122448979592,0.282122448979592,0.315962014711967,0.281173833123026,0.309142857142857,0.309142857142857,0.342065261375152,0.308526539245333
Random Forest,,,Group_7,0,Properties,0.321755102040816,0.321755102040816,0.325052275500091,0.319432443912043,0.330857142857143,0.330857142857143,0.335432100321069,0.329115045744975
KNN,,,Group_7,0,FFT,0.276489795918367,0.276489795918367,0.297106258566528,0.279394311824453,0.282190476190476,0.282190476190476,0.303777910165674,0.285911914868062
Random Forest,,,Group_7,0,FFT,0.228285714285714,0.228285714285714,0.230202028653317,0.228873476810093,0.244190476190476,0.244190476190476,0.246692848608885,0.245039462641202
KNN,,,bepler,1,PLM,0.847642857142857,0.847642857142857,0.846876607368765,0.846616689913175,0.861142857142857,0.861142857142857,0.860664989138948,0.860376953783543
GausianNB,,,bepler,1,PLM,0.416714285714286,0.416714285714286,0.356267348903356,0.362146430657623,0.420285714285714,0.420285714285714,0.394383223355929,0.368355739353806
Decision Tree,,,bepler,1,PLM,0.690142857142857,0.690142857142857,0.690190015409951,0.690019759355972,0.700142857142857,0.700142857142857,0.699826673963389,0.69995227484316
Random Forest,,,bepler,1,PLM,0.829607142857143,0.829607142857143,0.831843873448326,0.829799065908954,0.836714285714286,0.836714285714286,0.839483245501977,0.83718634577559
Adaboost,,,bepler,1,PLM,0.446785714285714,0.446785714285714,0.435484423706835,0.433538457749806,0.430571428571429,0.430571428571429,0.43709112830426,0.42981464005368
GradientBoostingClassifier,,,bepler,1,PLM,0.735678571428571,0.735678571428571,0.737057893916937,0.734740879046505,0.737714285714286,0.737714285714286,0.739870485902618,0.737163243820268
KNN,,,esm,1,PLM,0.949642857142857,0.949642857142857,0.949684999180516,0.949532064704537,0.955,0.955,0.955100750543208,0.954898967870748
GausianNB,,,esm,1,PLM,0.663285714285714,0.663285714285714,0.678357801570329,0.665825225391798,0.659142857142857,0.659142857142857,0.674409451161163,0.662053320148576
Decision Tree,,,esm,1,PLM,0.713928571428572,0.713928571428572,0.712858252045286,0.713226695976474,0.738857142857143,0.738857142857143,0.738229757882049,0.73832997893849
Random Forest,,,esm,1,PLM,0.940857142857143,0.940857142857143,0.941641548911656,0.941038192266593,0.947142857142857,0.947142857142857,0.947541086079885,0.94725761083875
Adaboost,,,esm,1,PLM,0.460321428571429,0.460321428571429,0.458959492651383,0.455598136111593,0.470571428571429,0.470571428571429,0.467562224164022,0.466814145875738
GradientBoostingClassifier,,,esm,1,PLM,0.890178571428571,0.890178571428571,0.890802851993807,0.890210230113403,0.894714285714286,0.894714285714286,0.895014743928951,0.89477803036821
KNN,,,fasttext,1,PLM,0.631821428571429,0.631821428571429,0.634659735222569,0.627468765531943,0.657285714285714,0.657285714285714,0.659736138821841,0.652937436491633
GausianNB,,,fasttext,1,PLM,0.283642857142857,0.283642857142857,0.310964232263828,0.270929408178407,0.285857142857143,0.285857142857143,0.325849397183857,0.275219718109303
Decision Tree,,,fasttext,1,PLM,0.338928571428571,0.338928571428571,0.339929231730151,0.339354641498384,0.352571428571429,0.352571428571429,0.35364726845776,0.352996206930264
Random Forest,,,fasttext,1,PLM,0.54575,0.54575,0.544831211063165,0.544213438772137,0.567142857142857,0.567142857142857,0.565665521870837,0.565025239343933
Adaboost,,,fasttext,1,PLM,0.334428571428571,0.334428571428571,0.320168310180457,0.323394554253066,0.330857142857143,0.330857142857143,0.317899628767934,0.3203200598381
GradientBoostingClassifier,,,fasttext,1,PLM,0.487571428571429,0.487571428571429,0.48504183085791,0.484665795885858,0.494857142857143,0.494857142857143,0.492973635442517,0.491571837263036
KNN,,,glove,1,PLM,0.595142857142857,0.595142857142857,0.596509599011874,0.590582313086012,0.611142857142857,0.611142857142857,0.61087784030156,0.606518045581714
GausianNB,,,glove,1,PLM,0.269535714285714,0.269535714285714,0.29669280309289,0.251016306745844,0.269428571428571,0.269428571428571,0.299963538214088,0.25075794463528
Decision Tree,,,glove,1,PLM,0.341357142857143,0.341357142857143,0.341042760107758,0.341101005800807,0.350714285714286,0.350714285714286,0.351455154528701,0.350867891435271
Random Forest,,,glove,1,PLM,0.533535714285714,0.533535714285714,0.528944120795394,0.530105639107543,0.542142857142857,0.542142857142857,0.537868557692027,0.538231274892965
Adaboost,,,glove,1,PLM,0.33175,0.33175,0.317537015063587,0.319407781866183,0.339571428571429,0.339571428571429,0.324676772681813,0.325422213949431
GradientBoostingClassifier,,,glove,1,PLM,0.466,0.466,0.461586719991474,0.462089071577292,0.480285714285714,0.480285714285714,0.475236504523773,0.475728714428036
KNN,,,plus_rnn,1,PLM,0.908178571428572,0.908178571428572,0.908107886585731,0.908051091683616,0.912,0.912,0.911930671162142,0.91193847458851
GausianNB,,,plus_rnn,1,PLM,0.565107142857143,0.565107142857143,0.601393640301818,0.55458654283655,0.560428571428571,0.560428571428571,0.606797851046865,0.55307343714518
Decision Tree,,,plus_rnn,1,PLM,0.7785,0.7785,0.778397389352391,0.778326366827031,0.786571428571429,0.786571428571429,0.786240348801026,0.786345458036535
Random Forest,,,plus_rnn,1,PLM,0.899964285714286,0.899964285714286,0.901280161079689,0.900075070015441,0.898857142857143,0.898857142857143,0.899725169310049,0.898853993574688
Adaboost,,,plus_rnn,1,PLM,0.440214285714286,0.440214285714286,0.43569330506961,0.429053048086158,0.460142857142857,0.460142857142857,0.461978594033801,0.445361641850158
GradientBoostingClassifier,,,plus_rnn,1,PLM,0.834857142857143,0.834857142857143,0.835753264322534,0.834616965746186,0.830571428571429,0.830571428571429,0.831579518178844,0.830294667676356
KNN,,,prottrans,1,PLM,0.787714285714286,0.787714285714286,0.787381699651006,0.785250481903489,0.812714285714286,0.812714285714286,0.812391922762802,0.810672686433583
GausianNB,,,prottrans,1,PLM,0.396857142857143,0.396857142857143,0.392919695014685,0.386336791648614,0.381428571428571,0.381428571428571,0.375246513767873,0.370597629936827
Decision Tree,,,prottrans,1,PLM,0.486464285714286,0.486464285714286,0.486483979605686,0.486289120625287,0.505714285714286,0.505714285714286,0.506030102125276,0.505749080461654
Random Forest,,,prottrans,1,PLM,0.753892857142857,0.753892857142857,0.752883585190206,0.752394363114372,0.779,0.779,0.778246477613417,0.777808138413118
Adaboost,,,prottrans,1,PLM,0.369857142857143,0.369857142857143,0.361894681660215,0.361259716686002,0.371428571428571,0.371428571428571,0.360741766248384,0.361128367873665
GradientBoostingClassifier,,,prottrans,1,PLM,0.675392857142857,0.675392857142857,0.673427525738427,0.673069874910222,0.674857142857143,0.674857142857143,0.673446224064671,0.672211798091669
KNN,,,Group_0,1,Properties,0.244214285714286,0.244214285714286,0.258863654452165,0.247594903900716,0.253857142857143,0.253857142857143,0.2688946602665,0.257844351981382
Random Forest,,,Group_0,1,Properties,0.321321428571429,0.321321428571429,0.328862331808217,0.320234275179148,0.323857142857143,0.323857142857143,0.338085930130636,0.324989996130062
KNN,,,Group_1,1,FFT,0.261321428571429,0.261321428571429,0.284495622637189,0.263463315379377,0.278,0.278,0.30369540516011,0.280561092266995
Random Forest,,,Group_1,1,FFT,0.229785714285714,0.229785714285714,0.234623638808822,0.231043467616142,0.234142857142857,0.234142857142857,0.240812689654099,0.235234640627887
KNN,,,Group_2,1,Properties,0.25525,0.25525,0.278334321237319,0.257634806189958,0.262285714285714,0.262285714285714,0.283055207366491,0.264621589121946
Random Forest,,,Group_2,1,Properties,0.320857142857143,0.320857142857143,0.329609234721602,0.32033868546633,0.327142857142857,0.327142857142857,0.340651633920214,0.328850588348668
KNN,,,Group_2,1,FFT,0.269,0.269,0.302552876686405,0.274291070276676,0.269285714285714,0.269285714285714,0.30494047359917,0.27555595548907
Random Forest,,,Group_2,1,FFT,0.2305,0.2305,0.231130344550739,0.230503699006524,0.244714285714286,0.244714285714286,0.248177182337026,0.245609277252811
KNN,,,Group_3,1,Properties,0.253321428571429,0.253321428571429,0.277735847819477,0.256587304670861,0.274285714285714,0.274285714285714,0.300597022221187,0.277957317427649
Random Forest,,,Group_3,1,Properties,0.341607142857143,0.341607142857143,0.352186543025714,0.342277879032108,0.354428571428571,0.354428571428571,0.371545418389361,0.357358036916984
KNN,,,Group_3,1,FFT,0.282642857142857,0.282642857142857,0.311724047217226,0.285792791023977,0.299428571428571,0.299428571428571,0.331425912154428,0.302937526651331
Random Forest,,,Group_3,1,FFT,0.241964285714286,0.241964285714286,0.245966213163647,0.243457500735658,0.244428571428571,0.244428571428571,0.24983670486306,0.246348263563947
KNN,,,Group_4,1,Properties,0.247607142857143,0.247607142857143,0.261479346180242,0.24899600987927,0.252142857142857,0.252142857142857,0.267869919208465,0.254660706761067
