Training method,trainable_params,non_trainable_params,encoding,scaled,Method,train_accuracy,train_recall,train_precision,train_f1_score,test_accuracy,test_recall,test_precision,test_f1_score
Architecture C,46855,0,Group_2,1,FFT,0.351314285714286,0.351314285714286,0.351314285714286,0.351314285714286,0.230742857142857,0.230742857142857,0.230742857142857,0.230742857142857
Architecture C,75527,0,Group_2,1,Properties,0.711047619047619,0.711047619047619,0.711047619047619,0.711047619047619,0.512342857142857,0.512342857142857,0.512342857142857,0.512342857142857
Architecture C,46855,0,Group_3,0,FFT,0.1432,0.1432,0.1432,0.1432,0.141828571428571,0.141828571428571,0.141828571428571,0.141828571428571
Architecture C,75527,0,Group_3,0,Properties,0.143352380952381,0.143352380952381,0.143352380952381,0.143352380952381,0.141371428571429,0.141371428571429,0.141371428571429,0.141371428571429
Architecture C,46855,0,Group_3,1,FFT,0.358476190476191,0.358476190476191,0.358476190476191,0.358476190476191,0.244457142857143,0.244457142857143,0.244457142857143,0.244457142857143
Architecture C,75527,0,Group_3,1,Properties,0.704152380952381,0.704152380952381,0.704152380952381,0.704152380952381,0.510971428571429,0.510971428571429,0.510971428571429,0.510971428571429
Architecture C,46855,0,Group_4,0,FFT,0.142933333333333,0.142933333333333,0.142933333333333,0.142933333333333,0.142628571428571,0.142628571428571,0.142628571428571,0.142628571428571
Architecture C,75527,0,Group_4,0,Properties,0.141980952380952,0.141980952380952,0.141980952380952,0.141980952380952,0.145485714285714,0.145485714285714,0.145485714285714,0.145485714285714
Architecture C,46855,0,Group_4,1,FFT,0.301866666666667,0.301866666666667,0.301866666666667,0.301866666666667,0.231085714285714,0.231085714285714,0.231085714285714,0.231085714285714
Architecture C,75527,0,Group_4,1,Properties,0.747885714285714,0.747885714285714,0.747885714285714,0.747885714285714,0.569942857142857,0.569942857142857,0.569942857142857,0.569942857142857
Architecture C,46855,0,Group_5,0,FFT,0.141904761904762,0.141904761904762,0.141904761904762,0.141904761904762,0.145714285714286,0.145714285714286,0.145714285714286,0.145714285714286
Architecture C,75527,0,Group_5,0,Properties,0.142247619047619,0.142247619047619,0.142247619047619,0.142247619047619,0.144685714285714,0.144685714285714,0.144685714285714,0.144685714285714
Architecture C,46855,0,Group_5,1,FFT,0.358552380952381,0.358552380952381,0.358552380952381,0.358552380952381,0.221714285714286,0.221714285714286,0.221714285714286,0.221714285714286
Architecture C,75527,0,Group_5,1,Properties,0.695885714285714,0.695885714285714,0.695885714285714,0.695885714285714,0.4856,0.4856,0.4856,0.4856
Architecture C,46855,0,Group_6,0,FFT,0.142628571428571,0.142628571428571,0.142628571428571,0.142628571428571,0.143542857142857,0.143542857142857,0.143542857142857,0.143542857142857
Architecture C,75527,0,Group_6,0,Properties,0.143771428571429,0.143771428571429,0.143771428571429,0.143771428571429,0.140114285714286,0.140114285714286,0.140114285714286,0.140114285714286
Architecture C,46855,0,Group_6,1,FFT,0.328495238095238,0.328495238095238,0.328495238095238,0.328495238095238,0.222857142857143,0.222857142857143,0.222857142857143,0.222857142857143
Architecture C,75527,0,Group_6,1,Properties,0.789104761904762,0.789104761904762,0.789104761904762,0.789104761904762,0.611085714285714,0.611085714285714,0.611085714285714,0.611085714285714
Architecture C,46855,0,Group_7,0,FFT,0.14327619047619,0.14327619047619,0.14327619047619,0.14327619047619,0.1416,0.1416,0.1416,0.1416
Architecture C,75527,0,Group_7,0,Properties,0.14167619047619,0.14167619047619,0.14167619047619,0.14167619047619,0.1464,0.1464,0.1464,0.1464
Architecture C,46855,0,Group_7,1,FFT,0.308342857142857,0.308342857142857,0.308342857142857,0.308342857142857,0.240571428571429,0.240571428571429,0.240571428571429,0.240571428571429
Architecture C,75527,0,Group_7,1,Properties,0.820419047619048,0.820419047619048,0.820419047619048,0.820419047619048,0.6328,0.6328,0.6328,0.6328
Architecture C,30471,0,bepler,0,PLM,0.757295238095238,0.757295238095238,0.757295238095238,0.757295238095238,0.727314285714286,0.727314285714286,0.727314285714286,0.727314285714286
Architecture C,30471,0,bepler,1,PLM,0.819085714285714,0.819085714285714,0.819085714285714,0.819085714285714,0.763657142857143,0.763657142857143,0.763657142857143,0.763657142857143
Architecture C,177927,0,esm,0,PLM,0.982742857142857,0.982742857142857,0.982742857142857,0.982742857142857,0.934285714285714,0.934285714285714,0.934285714285714,0.934285714285714
Architecture C,177927,0,esm,1,PLM,0.996495238095238,0.996495238095238,0.996495238095238,0.996495238095238,0.941942857142857,0.941942857142857,0.941942857142857,0.941942857142857
Architecture C,79623,0,fasttext,0,PLM,0.143809523809524,0.143809523809524,0.143809523809524,0.143809523809524,0.14,0.14,0.14,0.14
Architecture C,79623,0,fasttext,1,PLM,0.737028571428572,0.737028571428572,0.737028571428572,0.737028571428572,0.505142857142857,0.505142857142857,0.505142857142857,0.505142857142857
Architecture C,79623,0,glove,0,PLM,0.143504761904762,0.143504761904762,0.143504761904762,0.143504761904762,0.141485714285714,0.141485714285714,0.141485714285714,0.141485714285714
Architecture C,79623,0,glove,1,PLM,0.710895238095238,0.710895238095238,0.710895238095238,0.710895238095238,0.480114285714286,0.480114285714286,0.480114285714286,0.480114285714286
Architecture C,145159,0,plus_rnn,0,PLM,0.93767619047619,0.93767619047619,0.93767619047619,0.93767619047619,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
Architecture C,145159,0,plus_rnn,1,PLM,0.988761904761905,0.988761904761905,0.988761904761905,0.988761904761905,0.897257142857143,0.897257142857143,0.897257142857143,0.897257142857143
Architecture C,145159,0,prottrans,0,PLM,0.783161904761905,0.783161904761905,0.783161904761905,0.783161904761905,0.668685714285714,0.668685714285714,0.668685714285714,0.668685714285714
Architecture C,145159,0,prottrans,1,PLM,0.965409523809524,0.965409523809524,0.965409523809524,0.965409523809524,0.748342857142857,0.748342857142857,0.748342857142857,0.748342857142857
Architecture D,77879,0,Group_0,0,Properties,0.143466666666667,0.143466666666667,0.143466666666667,0.143466666666667,0.141028571428571,0.141028571428571,0.141028571428571,0.141028571428571
Architecture D,77879,0,Group_0,1,Properties,0.413561904761905,0.413561904761905,0.413561904761905,0.413561904761905,0.331428571428571,0.331428571428571,0.331428571428571,0.331428571428571
Architecture D,49207,0,Group_1,0,FFT,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429
Architecture D,49207,0,Group_1,1,FFT,0.33912380952381,0.33912380952381,0.33912380952381,0.33912380952381,0.2288,0.2288,0.2288,0.2288
Architecture D,49207,0,Group_2,0,FFT,0.142361904761905,0.142361904761905,0.142361904761905,0.142361904761905,0.144342857142857,0.144342857142857,0.144342857142857,0.144342857142857
Architecture D,77879,0,Group_2,0,Properties,0.144419047619048,0.144419047619048,0.144419047619048,0.144419047619048,0.138171428571429,0.138171428571429,0.138171428571429,0.138171428571429
Architecture D,49207,0,Group_2,1,FFT,0.416761904761905,0.416761904761905,0.416761904761905,0.416761904761905,0.242857142857143,0.242857142857143,0.242857142857143,0.242857142857143
Architecture D,77879,0,Group_2,1,Properties,0.698514285714286,0.698514285714286,0.698514285714286,0.698514285714286,0.508114285714286,0.508114285714286,0.508114285714286,0.508114285714286
Architecture D,49207,0,Group_3,0,FFT,0.14312380952381,0.14312380952381,0.14312380952381,0.14312380952381,0.142057142857143,0.142057142857143,0.142057142857143,0.142057142857143
Architecture D,77879,0,Group_3,0,Properties,0.142819047619048,0.142819047619048,0.142819047619048,0.142819047619048,0.142971428571429,0.142971428571429,0.142971428571429,0.142971428571429
Architecture D,49207,0,Group_3,1,FFT,0.417180952380952,0.417180952380952,0.417180952380952,0.417180952380952,0.252914285714286,0.252914285714286,0.252914285714286,0.252914285714286
Architecture D,77879,0,Group_3,1,Properties,0.445142857142857,0.445142857142857,0.445142857142857,0.445142857142857,0.342971428571429,0.342971428571429,0.342971428571429,0.342971428571429
Architecture D,49207,0,Group_4,0,FFT,0.141828571428571,0.141828571428571,0.141828571428571,0.141828571428571,0.145942857142857,0.145942857142857,0.145942857142857,0.145942857142857
Architecture D,77879,0,Group_4,0,Properties,0.144228571428571,0.144228571428571,0.144228571428571,0.144228571428571,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857
Architecture D,49207,0,Group_4,1,FFT,0.366704761904762,0.366704761904762,0.366704761904762,0.366704761904762,0.2312,0.2312,0.2312,0.2312
Architecture D,77879,0,Group_4,1,Properties,0.732609523809524,0.732609523809524,0.732609523809524,0.732609523809524,0.575771428571429,0.575771428571429,0.575771428571429,0.575771428571429
Architecture D,49207,0,Group_5,0,FFT,0.143009523809524,0.143009523809524,0.143009523809524,0.143009523809524,0.1424,0.1424,0.1424,0.1424
Architecture D,77879,0,Group_5,0,Properties,0.144228571428571,0.144228571428571,0.144228571428571,0.144228571428571,0.138742857142857,0.138742857142857,0.138742857142857,0.138742857142857
Architecture D,49207,0,Group_5,1,FFT,0.367504761904762,0.367504761904762,0.367504761904762,0.367504761904762,0.235657142857143,0.235657142857143,0.235657142857143,0.235657142857143
Architecture D,77879,0,Group_5,1,Properties,0.664495238095238,0.664495238095238,0.664495238095238,0.664495238095238,0.498971428571429,0.498971428571429,0.498971428571429,0.498971428571429
Architecture D,49207,0,Group_6,0,FFT,0.14472380952381,0.14472380952381,0.14472380952381,0.14472380952381,0.137257142857143,0.137257142857143,0.137257142857143,0.137257142857143
Architecture D,77879,0,Group_6,0,Properties,0.143047619047619,0.143047619047619,0.143047619047619,0.143047619047619,0.142285714285714,0.142285714285714,0.142285714285714,0.142285714285714
Architecture D,49207,0,Group_6,1,FFT,0.348304761904762,0.348304761904762,0.348304761904762,0.348304761904762,0.224914285714286,0.224914285714286,0.224914285714286,0.224914285714286
Architecture D,77879,0,Group_6,1,Properties,0.753790476190476,0.753790476190476,0.753790476190476,0.753790476190476,0.586514285714286,0.586514285714286,0.586514285714286,0.586514285714286
Architecture D,49207,0,Group_7,0,FFT,0.143809523809524,0.143809523809524,0.143809523809524,0.143809523809524,0.14,0.14,0.14,0.14
Architecture D,77879,0,Group_7,0,Properties,0.14407619047619,0.14407619047619,0.14407619047619,0.14407619047619,0.1392,0.1392,0.1392,0.1392
Architecture D,49207,0,Group_7,1,FFT,0.361828571428571,0.361828571428571,0.361828571428571,0.361828571428571,0.231428571428571,0.231428571428571,0.231428571428571,0.231428571428571
Architecture D,77879,0,Group_7,1,Properties,0.768380952380952,0.768380952380952,0.768380952380952,0.768380952380952,0.568114285714286,0.568114285714286,0.568114285714286,0.568114285714286
Architecture D,32823,0,bepler,0,PLM,0.752380952380952,0.752380952380952,0.752380952380952,0.752380952380952,0.725828571428571,0.725828571428571,0.725828571428571,0.725828571428571
Architecture D,32823,0,bepler,1,PLM,0.805066666666667,0.805066666666667,0.805066666666667,0.805066666666667,0.750628571428571,0.750628571428571,0.750628571428571,0.750628571428572
Architecture D,180279,0,esm,0,PLM,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429
Architecture D,180279,0,esm,1,PLM,0.992,0.992,0.992,0.992,0.944914285714286,0.944914285714286,0.944914285714286,0.944914285714286
Architecture D,81975,0,fasttext,0,PLM,0.142704761904762,0.142704761904762,0.142704761904762,0.142704761904762,0.143314285714286,0.143314285714286,0.143314285714286,0.143314285714286
Architecture D,81975,0,fasttext,1,PLM,0.712761904761905,0.712761904761905,0.712761904761905,0.712761904761905,0.501257142857143,0.501257142857143,0.501257142857143,0.501257142857143
Architecture D,81975,0,glove,0,PLM,0.141561904761905,0.141561904761905,0.141561904761905,0.141561904761905,0.146742857142857,0.146742857142857,0.146742857142857,0.146742857142857
Architecture D,81975,0,glove,1,PLM,0.680495238095238,0.680495238095238,0.680495238095238,0.680495238095238,0.486857142857143,0.486857142857143,0.486857142857143,0.486857142857143
Architecture D,147511,0,plus_rnn,0,PLM,0.894133333333333,0.894133333333333,0.894133333333333,0.894133333333333,0.830285714285714,0.830285714285714,0.830285714285714,0.830285714285714
Architecture D,147511,0,plus_rnn,1,PLM,0.966438095238095,0.966438095238095,0.966438095238095,0.966438095238095,0.885371428571429,0.885371428571429,0.885371428571429,0.885371428571429
Architecture D,147511,0,prottrans,0,PLM,0.270780952380952,0.270780952380952,0.270780952380952,0.270780952380952,0.272457142857143,0.272457142857143,0.272457142857143,0.272457142857143
Architecture D,147511,0,prottrans,1,PLM,0.928266666666667,0.928266666666667,0.928266666666667,0.928266666666667,0.725142857142857,0.725142857142857,0.725142857142857,0.725142857142857
Architecture E,17591,0,Group_0,0,Properties,0.143161904761905,0.143161904761905,0.143161904761905,0.143161904761905,0.141942857142857,0.141942857142857,0.141942857142857,0.141942857142857
Architecture E,17591,0,Group_0,1,Properties,0.275085714285714,0.275085714285714,0.275085714285714,0.275085714285714,0.143085714285714,0.143085714285714,0.143085714285714,0.143085714285714
Architecture E,17591,0,Group_2,0,Properties,0.14152380952381,0.14152380952381,0.14152380952381,0.14152380952381,0.146857142857143,0.146857142857143,0.146857142857143,0.146857142857143
Architecture E,17591,0,Group_2,1,Properties,0.400685714285714,0.400685714285714,0.400685714285714,0.400685714285714,0.140457142857143,0.140457142857143,0.140457142857143,0.140457142857143
Architecture E,17591,0,Group_3,0,Properties,0.142171428571429,0.142171428571429,0.142171428571429,0.142171428571429,0.144914285714286,0.144914285714286,0.144914285714286,0.144914285714286
