p1,p2,response
-1.2484517695041952,0.684116003933082,Oxidoreductases
-0.6893678497961864,-1.457996357652755,Oxidoreductases
-1.8421301387019584,1.2389789911425475,Oxidoreductases
-0.5622085675059617,0.6181523896219286,Oxidoreductases
-0.299840416848029,0.022292555799146768,Oxidoreductases
-0.4665113351095541,0.6046332983550649,Oxidoreductases
0.0016773497103809393,0.28216649854057274,Oxidoreductases
-1.6860118769832564,0.9138801127521851,Oxidoreductases
-0.5795658054869139,-0.7559685283739477,Oxidoreductases
-1.6932897113379526,1.0451101124605806,Oxidoreductases
-0.32369190901535444,0.6391803839932226,Oxidoreductases
-2.1983848634524934,1.075211731987085,Oxidoreductases
-0.20166435878014768,-0.01486443190070566,Oxidoreductases
-1.7423105298740522,0.08634181610340189,Oxidoreductases
-1.4434056530358315,0.37490015496614243,Oxidoreductases
0.33170801524988136,0.8914051575472559,Oxidoreductases
-2.2308926773601945,1.3525461909477212,Oxidoreductases
-2.18170658533749,0.7332487157422557,Oxidoreductases
-0.13945468169752764,0.41847934304980516,Oxidoreductases
-2.106686921689715,0.9568159651144034,Oxidoreductases
-1.3361464796629066,1.0882161537892185,Oxidoreductases
-0.9225072427264202,0.9432844795596947,Oxidoreductases
-1.7296429162466795,1.0562067970828297,Oxidoreductases
-1.3962225921111147,0.5781934878349527,Oxidoreductases
-2.2050547291512954,1.3635709972914816,Oxidoreductases
-1.944696461162788,1.1838979808210963,Oxidoreductases
-0.556769128913877,0.7067637860758953,Oxidoreductases
-0.9274702263218959,-0.1659759814613165,Oxidoreductases
-0.5810209015990536,0.6575176990463842,Oxidoreductases
-0.7082548434977316,0.6382623139740616,Oxidoreductases
0.2146979666311014,-0.7913425811073752,Oxidoreductases
-1.2342770601607427,-0.07470051562410882,Oxidoreductases
-1.2342770601607427,-0.07470051562410882,Oxidoreductases
0.041495987131650404,0.29498256007142265,Oxidoreductases
-0.22018338853378933,-1.1877533254473598,Oxidoreductases
-2.0033877609535584,1.3399650574091153,Oxidoreductases
-0.6399966642963985,-0.9190729083435881,Oxidoreductases
0.23201815167025638,0.2670229631940137,Oxidoreductases
-2.319807120824234,1.2736817932846094,Oxidoreductases
-0.15321023604361964,-0.9795765790781022,Oxidoreductases
0.39673225263541023,-1.0884445894185033,Oxidoreductases
-0.6349393057034193,-0.7638323918929417,Oxidoreductases
-1.4372029483186228,0.7376590604205913,Oxidoreductases
-0.32003573030455895,-0.5348790466659056,Oxidoreductases
-0.33790406727920375,-0.6480449518609358,Oxidoreductases
-1.7331211207535753,0.9244117180722347,Oxidoreductases
-0.5692531108011056,0.0954046078465982,Oxidoreductases
0.19010065535415593,-0.39118859458324096,Oxidoreductases
0.3524923091931114,0.5613911750043413,Oxidoreductases
-0.47327916702058836,0.021817782777789722,Oxidoreductases
-0.06170079947094881,0.6300704251445073,Oxidoreductases
-2.056199109455413,1.3733520185701698,Oxidoreductases
-1.4699653444968093,0.13308789249898711,Oxidoreductases
-1.9490676546774854,1.2412450995887199,Oxidoreductases
-1.9664505634423404,0.9034696637204491,Oxidoreductases
-1.9579844336422536,1.3376415266689854,Oxidoreductases
-1.8295324519153577,0.9491349050252306,Oxidoreductases
-1.7189222636882495,0.7552194160891391,Oxidoreductases
0.09592833372564054,-0.5532328312334144,Oxidoreductases
-1.5785841373592517,0.6557851474575699,Oxidoreductases
-1.7383636743370474,0.717544016535341,Oxidoreductases
-0.7365999938521983,0.3791186322384334,Oxidoreductases
-0.5159149303216046,-0.3723357587467008,Oxidoreductases
-0.27216042362502085,-1.2012406898548686,Oxidoreductases
