p1,p2,response
-1825.7617706337192,-492.7898180401504,Oxidoreductases
-2060.2005966422857,2253.956300201899,Oxidoreductases
-1668.7719739840763,-15.584213340268043,Oxidoreductases
-1958.9767552230471,-33.25775055270513,Oxidoreductases
-2185.022641898786,352.6578900227076,Oxidoreductases
1535.6909120092932,-431.94734693956366,Oxidoreductases
-1507.5912529641746,-111.03394117615244,Oxidoreductases
-1338.7890161683922,-363.0084096860834,Oxidoreductases
-2171.6627272432233,332.09940665867254,Oxidoreductases
-1583.0643739119314,-552.8575034141999,Oxidoreductases
-1955.5639533832893,-304.08247374636085,Oxidoreductases
-2145.154539400795,-10.406385375125009,Oxidoreductases
-2071.1423804949404,83.6747549821472,Oxidoreductases
-1752.7039557566338,-598.6859752654566,Oxidoreductases
-1730.4190835202505,654.0451778774885,Oxidoreductases
-1827.2285718823027,919.9940026989859,Oxidoreductases
-1588.9735019929078,-629.1621684103113,Oxidoreductases
-1810.0993666115935,511.51568180660536,Oxidoreductases
-2441.4462533144156,-458.5360652944817,Oxidoreductases
-2020.5405515580253,-605.9681271817768,Oxidoreductases
1496.3687398600077,-123.48039369617729,Oxidoreductases
-1870.377721125544,-53.333418038784934,Oxidoreductases
-898.8980035662584,317.6430735638931,Oxidoreductases
-2105.3746736737044,474.3623897067606,Oxidoreductases
-2010.8202995978033,-127.53935851539269,Oxidoreductases
-851.0688515336224,340.72015713969347,Oxidoreductases
-1942.4753079560237,89.16493728106916,Oxidoreductases
1428.2209659302403,-296.8997152293725,Oxidoreductases
-1761.2180298945073,54.55559819173033,Oxidoreductases
-1355.795442619512,-536.597071278181,Oxidoreductases
1074.0667250082654,-1512.6160581539377,Oxidoreductases
-1366.8018508306423,-985.6130644555251,Oxidoreductases
-1060.0885503403147,-582.0801539666321,Oxidoreductases
-555.3211122765351,-178.6794857607967,Oxidoreductases
-704.2679174194986,146.95227792447503,Oxidoreductases
-212.06196492603948,-30.423221918265927,Oxidoreductases
39.84710483527203,1039.4225953766133,Oxidoreductases
-450.67144969904655,384.6221072364179,Oxidoreductases
-1269.2305020521962,-560.3559302960155,Oxidoreductases
-1415.5400430065913,-894.0806849056132,Oxidoreductases
-1086.643210678328,-124.31145117960399,Oxidoreductases
-1427.039724215942,778.0407660748417,Oxidoreductases
-611.3171556278674,808.4984309567944,Oxidoreductases
-1498.7040467131278,1452.1684963819446,Oxidoreductases
-1678.784745403846,860.290585269734,Oxidoreductases
-1110.686234816328,-22.871745511023867,Oxidoreductases
-1463.7027722383796,1277.1615517300143,Oxidoreductases
-1185.1943783446527,781.3843164930289,Oxidoreductases
-35.789080532431505,-265.8252643022769,Oxidoreductases
-1093.4024063922475,-635.4609507163246,Oxidoreductases
-923.6835840475833,-435.11326474722017,Oxidoreductases
-1408.157828176062,1452.1483948562557,Oxidoreductases
-502.9226988742951,-590.4488638782328,Oxidoreductases
-1146.677926604496,819.3999826436971,Oxidoreductases
-1317.9928124850821,1146.6828701014335,Oxidoreductases
-829.899955090163,-408.661784374677,Oxidoreductases
-1167.4696114813744,-460.24749979604894,Oxidoreductases
-1303.0037964632513,-352.14244688480414,Oxidoreductases
-850.620128252752,-1016.3845383230965,Oxidoreductases
-865.5583009682389,-801.9168820859455,Oxidoreductases
-744.5251911019791,-406.70352239285415,Oxidoreductases
-154.96364476197715,-93.23673064450124,Oxidoreductases
-211.88941200723886,1249.1511088582183,Oxidoreductases
-1002.8031434598715,-1008.094118678896,Oxidoreductases
-1628.2192388487179,630.6172884313966,Oxidoreductases
-1194.6699671734814,-97.14063582069153,Oxidoreductases
-356.73967975102124,793.7274551198356,Oxidoreductases
-556.3185040962444,-157.40723354422016,Oxidoreductases
-329.4571785593004,-55.11915490936085,Oxidoreductases
-442.85509426693295,-455.2127041617621,Oxidoreductases
-595.9081916462263,690.7878562006292,Oxidoreductases
-467.5652426308351,-235.28386133804565,Oxidoreductases
-811.4072628697099,1404.140066309204,Oxidoreductases
-486.27270851156464,-544.362885460098,Oxidoreductases
-362.0854943540893,-746.064052535685,Oxidoreductases
-593.2914702460664,-79.37492465758706,Oxidoreductases
-654.096897543957,417.4481768362811,Oxidoreductases
-609.4991177448962,-159.80772629726863,Oxidoreductases
-326.6499750725723,-183.76236771320043,Oxidoreductases
-726.8179133974196,-600.2307112548935,Oxidoreductases
-391.97556402503346,566.8258493736106,Oxidoreductases
-2212.0239634760287,-149.8513316631241,Oxidoreductases
-1051.3348159404109,-857.7058597629214,Oxidoreductases
-830.417030640874,157.63964552455684,Oxidoreductases
-931.7923630164101,254.95516797742934,Oxidoreductases
-835.0936318291799,-418.78368738922825,Oxidoreductases
-746.0853125536917,85.18846828803159,Oxidoreductases
-1280.6856908427037,-421.5039128839602,Oxidoreductases
-1742.536159813341,-29.39389191565572,Oxidoreductases
-1085.4775456375544,38.995248472596266,Oxidoreductases
-1191.4785817244156,-1139.1259688025373,Oxidoreductases
-967.8354289163788,1102.5199363373204,Oxidoreductases
-46.39243105404248,921.6586951067283,Oxidoreductases
-1411.120785084991,-507.04923299277146,Oxidoreductases
-1383.1856528795768,-708.7195187513137,Oxidoreductases
-1552.2383495645363,-860.670728125302,Oxidoreductases
-564.1977793984477,258.46345354527034,Oxidoreductases
-558.942866029357,160.74876160868754,Oxidoreductases
-1161.6845851189762,-969.7155280445619,Oxidoreductases
1059.3761492997487,99.77930653337359,Oxidoreductases
-383.81150530811203,1298.874910492953,Oxidoreductases
-1264.9496496289735,193.5313792999933,Oxidoreductases
-837.9544281461822,683.9098492081691,Oxidoreductases
572.0614008497896,-54.32246241667587,Oxidoreductases
1049.3546809010747,542.6227739459345,Oxidoreductases
-337.1137769976007,-540.9590558255368,Oxidoreductases
-481.64246037600014,-844.254314124017,Oxidoreductases
-949.223266843312,-274.48388592831,Oxidoreductases
-1047.3441057913662,-761.1871494745448,Oxidoreductases
-737.9915984759676,630.7246678339038,Oxidoreductases
-1022.1397870731709,-827.5484375838085,Oxidoreductases
-1150.722907975199,121.90136767221095,Oxidoreductases
-1621.9426598309735,-211.97877505190255,Oxidoreductases
-1581.4371877377798,-135.88082833449732,Oxidoreductases
-1261.3451044296116,-752.6168242481327,Oxidoreductases
-2092.8417315038923,-290.18904872831666,Oxidoreductases
-1932.6937062643685,-549.5366781069754,Oxidoreductases
-714.1360664035104,402.2953211647641,Oxidoreductases
-1953.7522717954066,178.0414275680949,Oxidoreductases
-872.9357367022822,984.549635465593,Oxidoreductases
-1027.4527396901892,-334.609604093592,Oxidoreductases
-2045.275163471008,-655.1927671849421,Oxidoreductases
-34.308210943730415,1082.5578525671572,Oxidoreductases
-929.2908556028065,23.508993629171044,Oxidoreductases
-583.0698609275929,-618.8899800472128,Oxidoreductases
-207.96240621679542,296.5475202772593,Oxidoreductases
-182.13453791990415,2129.270233573322,Oxidoreductases
132.4328212055954,1856.8862507824658,Oxidoreductases
-444.18290173990965,633.3441702533169,Oxidoreductases
-256.20281753593645,322.00446836320714,Oxidoreductases
283.12518398024275,-370.3318217296085,Oxidoreductases
704.895206219228,61.28257022262185,Oxidoreductases
-818.7514298720585,-1127.041311149221,Oxidoreductases
100.64230954996148,1207.191173187008,Oxidoreductases
-226.29780885079765,2265.53970200279,Oxidoreductases
-227.23595058699382,2623.5391035248763,Oxidoreductases
-543.7760786824977,-759.6869426722453,Oxidoreductases
-234.9162565507527,872.4756481948144,Oxidoreductases
159.5994037189455,776.4429071245033,Oxidoreductases
128.3413414610673,-81.46655974852658,Oxidoreductases
-65.27152728075546,2024.6354511040581,Oxidoreductases
25.76998915652796,-645.3861564483858,Oxidoreductases
663.6329362611148,1173.387618338195,Oxidoreductases
-643.910863313781,-855.6943486018806,Oxidoreductases
-297.7574913306046,-152.31275886452585,Oxidoreductases
1.5436081255982472,-1135.1586307693774,Oxidoreductases
-596.5071871004095,-812.0547339652777,Oxidoreductases
572.706600219196,1942.067613938244,Oxidoreductases
-748.9672209982959,-1162.8317838290402,Oxidoreductases
-1530.0482276589476,729.976312145853,Oxidoreductases
698.4690661028351,346.0880519755425,Oxidoreductases
-476.6096808675757,-1060.8486333545238,Oxidoreductases
-400.4367213543972,141.65062010778615,Oxidoreductases
27.964525672677617,-477.74029295180253,Oxidoreductases
-20.12657399852529,-657.1620723475853,Oxidoreductases
717.7258546121918,1649.13660082578,Oxidoreductases
35.01205388706188,-426.46983391301916,Oxidoreductases
187.9080372412164,398.03155115282857,Oxidoreductases
-868.9336358118094,452.9203522927213,Oxidoreductases
875.7064040250506,685.1921821574396,Oxidoreductases
198.355122699766,1204.2415934331952,Oxidoreductases
504.06775675611607,1247.3533507574855,Oxidoreductases
504.06775675611607,1247.3533507574855,Oxidoreductases
-427.1433588861513,-213.5968359349434,Oxidoreductases
547.9187835108513,-1254.4340714169439,Oxidoreductases
-472.2198992738546,-785.1929470623844,Oxidoreductases
-1621.726028271542,-657.7847570366663,Oxidoreductases
-552.0198495101785,-531.0254960941077,Oxidoreductases
-1191.3462055887662,-661.5456200217112,Oxidoreductases
-74.15436393460593,1590.7993449723149,Oxidoreductases
-1281.8462782328581,-56.78370297463183,Oxidoreductases
-1778.0581040339039,-2.891255554948809,Oxidoreductases
-1569.2733632172449,525.2043549483382,Oxidoreductases
-1941.4503014201646,142.78640320577694,Oxidoreductases
-1387.420546083949,-391.0516913153916,Oxidoreductases
-795.3193005939497,-973.1052082949066,Oxidoreductases
-960.9187086155664,-696.2581145460474,Oxidoreductases
-792.4228801124672,-309.0340429003144,Oxidoreductases
-83.56381822825132,-644.8612808670061,Oxidoreductases
-1129.108903533221,-983.7865517157722,Oxidoreductases
-1054.085245651505,-802.7000959003021,Oxidoreductases
-1111.2574133360918,128.44058499949276,Oxidoreductases
-301.47653389405986,-968.6052179417355,Oxidoreductases
-982.1769683716983,-209.71229187068073,Oxidoreductases
-413.36455087783014,263.4013223416573,Oxidoreductases
-453.6821054882512,-141.5415353831552,Oxidoreductases
-198.7856952168754,-361.6345464717679,Oxidoreductases
-651.8272931487845,-481.7272879884581,Oxidoreductases
-589.6621008468574,-163.511875355863,Oxidoreductases
-724.4989537828154,-711.6978364072729,Oxidoreductases
-729.6742179658988,-925.4382313922177,Oxidoreductases
-688.0180330223145,-593.7654209223889,Oxidoreductases
-55.18525584174321,-71.65896294620116,Oxidoreductases
-1135.750655356502,238.02952324091862,Oxidoreductases
-745.0305364728802,-579.2950294820439,Oxidoreductases
-874.3535747783719,-877.1473182552829,Oxidoreductases
-964.4198775823135,-95.47292224582326,Oxidoreductases
-835.805619104285,249.7383410728739,Oxidoreductases
-1051.2305529738842,499.594355329368,Oxidoreductases
-844.846490615894,-204.20387645878282,Oxidoreductases
-55.506588760013955,200.96867322755818,Oxidoreductases
-1593.6256886086223,-538.4762525664894,Oxidoreductases
-1513.7734388574231,521.2540099367914,Oxidoreductases
-2068.3811146193484,43.35711236347211,Oxidoreductases
2385.541922566005,2842.2845803676637,Oxidoreductases
1189.419966121051,-1429.6975425740868,Oxidoreductases
-12.473907030660044,1742.498477340197,Oxidoreductases
1476.3182763324744,-635.8512906837924,Oxidoreductases
361.477437565637,1706.896380970224,Oxidoreductases
1035.6793306504783,-978.4154139428075,Oxidoreductases
954.8989820123265,-1055.3347806604243,Oxidoreductases
1902.1824648054123,356.2316702447647,Oxidoreductases
892.4849013274265,-1261.7609808028483,Oxidoreductases
512.284073766119,1559.3242097514803,Oxidoreductases
480.6377041335014,1804.695177528766,Oxidoreductases
1638.7815661665513,-627.2370456546777,Oxidoreductases
2196.891123290194,2839.9764729097674,Oxidoreductases
-209.75592044972902,-908.4414197064812,Oxidoreductases
2227.3338982300543,1086.5878731387518,Oxidoreductases
-1003.4629243030315,-168.76044822525674,Oxidoreductases
1254.738316133945,639.6413457350302,Oxidoreductases
1733.874095010169,264.8817271229073,Oxidoreductases
840.8788845921499,-1034.7672968724692,Oxidoreductases
1226.8047103788824,-1166.320027676639,Oxidoreductases
1933.2340225645096,-311.4985177850756,Oxidoreductases
1141.5888243762306,-1084.9843726825725,Oxidoreductases
2086.057330626409,750.6610329789575,Oxidoreductases
-672.851556378467,232.6214484702356,Oxidoreductases
1382.7034729577713,-852.4487750433352,Oxidoreductases
864.8550927060887,-719.9065124948416,Oxidoreductases
1812.7276615212882,-691.2696645018001,Oxidoreductases
1867.348484989072,166.57455058212634,Oxidoreductases
1970.4549292124123,366.4425098774845,Oxidoreductases
1502.2562927531997,-264.8740237505185,Oxidoreductases
1380.6500503044424,-1283.776476151307,Oxidoreductases
1665.7766166986219,1527.3981713472062,Oxidoreductases
2589.75441549667,2450.149232262074,Oxidoreductases
-86.0241198422363,1081.657589178659,Oxidoreductases
1757.5797830514293,-557.9828834632824,Oxidoreductases
1493.2012855706444,1550.902898127557,Oxidoreductases
1853.684512820757,-629.8767323097672,Oxidoreductases
1176.8722757939195,-300.0271828403115,Oxidoreductases
1574.2323814217098,562.4171222191458,Oxidoreductases
1879.2948520652526,635.3060084427929,Oxidoreductases
145.45407812302037,1009.1934594456382,Oxidoreductases
1343.3453141766418,-1103.840968952281,Oxidoreductases
1741.4425200480312,873.3608554977667,Oxidoreductases
2097.091485136895,1498.4725117694989,Oxidoreductases
263.0831882206014,1514.4846192507478,Oxidoreductases
1775.2637704180775,236.14887141169933,Oxidoreductases
1519.1454618448931,483.26413067892275,Oxidoreductases
75.16981243011203,1480.8868271812678,Oxidoreductases
-330.3830493636643,-850.3809792839191,Oxidoreductases
1695.9335289096798,1740.8841116367853,Oxidoreductases
1270.580284738283,-415.5889516547365,Oxidoreductases
-1394.9406010501482,2006.738438775229,Oxidoreductases
-2317.2943234994377,-95.66268399959523,Oxidoreductases
-1992.8370959739977,-539.7032683483661,Oxidoreductases
415.5924895406805,141.66186550623866,Oxidoreductases
383.77578309920693,2.920354544230838,Oxidoreductases
-1234.2753557468116,1161.132555949509,Oxidoreductases
-1165.3965570549187,-311.56972594166086,Oxidoreductases
-1133.1297174969218,-1039.1940499952673,Oxidoreductases
-1271.7989673897803,1561.942609936931,Oxidoreductases
-620.8806225538575,802.0289789570166,Oxidoreductases
-571.4853070352702,1649.4167226508318,Oxidoreductases
-1664.7087234024086,-721.4896977440097,Oxidoreductases
-709.0456632020231,-417.8852973236073,Oxidoreductases
-1392.6033832679434,142.70887783257052,Oxidoreductases
-910.4441683120673,-846.0578225599597,Oxidoreductases
-853.9972478367166,622.2418184970618,Oxidoreductases
-773.5794620245712,1389.022623509396,Oxidoreductases
-656.4874961669459,874.8647363426455,Oxidoreductases
54.18418732199942,943.9318342946492,Oxidoreductases
421.8248048521316,-248.07751468687263,Oxidoreductases
-70.1401361468614,1122.6824612138655,Oxidoreductases
1289.8156786558782,1330.8059364548292,Oxidoreductases
423.9476885001723,-1130.7983687547471,Oxidoreductases
-181.29927828494823,-762.0690716169338,Oxidoreductases
703.9682231841299,-584.6982993802574,Oxidoreductases
1400.265724352077,2475.7315283901266,Oxidoreductases
509.3364214807882,-1443.1801984219132,Oxidoreductases
1241.5445390415878,-1567.1646442237627,Oxidoreductases
1452.3093769204222,-896.1755648660438,Oxidoreductases
835.3480601789362,-1414.8857030911367,Oxidoreductases
387.4540024768469,-1107.5875266401852,Oxidoreductases
796.5317633820348,-998.6697892778508,Oxidoreductases
1636.0874687430385,-571.8789894047404,Oxidoreductases
942.0885042309607,-366.59588308558,Oxidoreductases
-2081.2379009283045,-566.4796004341273,Oxidoreductases
173.70972150725913,-1099.54502697277,Oxidoreductases
1026.4924728224987,-26.370923516953923,Oxidoreductases
333.7496905486178,-862.9986875182847,Oxidoreductases
756.090248520125,476.36702256820064,Oxidoreductases
856.4133598833478,-1313.1121469960356,Oxidoreductases
910.0925671899141,-502.2557384067053,Oxidoreductases
146.9561885145017,-1159.3270182437057,Oxidoreductases
